Type,ka
Speciation_gene_pairs_same_direction,0.1178
Speciation_gene_pairs_same_direction,0.1776
Speciation_gene_pairs_same_direction,0.1567
Speciation_gene_pairs_same_direction,0.254
Speciation_gene_pairs_same_direction,0.0652
Speciation_gene_pairs_same_direction,0.1266
Speciation_gene_pairs_same_direction,0.1506
Speciation_gene_pairs_same_direction,0.306
Speciation_gene_pairs_same_direction,0.2821
Speciation_gene_pairs_same_direction,0.1244
Speciation_gene_pairs_same_direction,0.06
Speciation_gene_pairs_same_direction,0.1377
Speciation_gene_pairs_same_direction,0.0633
Speciation_gene_pairs_same_direction,0.0846
Speciation_gene_pairs_same_direction,0.1783
Speciation_gene_pairs_same_direction,0.2218
Speciation_gene_pairs_same_direction,0.2296
Speciation_gene_pairs_same_direction,0.135
Speciation_gene_pairs_same_direction,0.1601
Speciation_gene_pairs_same_direction,0.2512
Speciation_gene_pairs_same_direction,0.1864
Speciation_gene_pairs_same_direction,0.0977
Speciation_gene_pairs_same_direction,0.2115
Speciation_gene_pairs_same_direction,0.1292
Speciation_gene_pairs_same_direction,0.0962
Speciation_gene_pairs_same_direction,0.1407
Speciation_gene_pairs_same_direction,0.1052
Speciation_gene_pairs_same_direction,0.0386
