Type,omega
Speciation_gene_pairs_same_direction,0.1143
Speciation_gene_pairs_same_direction,0.1612
Speciation_gene_pairs_same_direction,0.0528
Speciation_gene_pairs_same_direction,0.1839
Speciation_gene_pairs_same_direction,0.6117
Speciation_gene_pairs_same_direction,0.0829
Speciation_gene_pairs_same_direction,0.1351
Speciation_gene_pairs_same_direction,0.0733
Speciation_gene_pairs_same_direction,0.2484
Speciation_gene_pairs_same_direction,0.4664
Speciation_gene_pairs_same_direction,0.166
Speciation_gene_pairs_same_direction,0.3279
Speciation_gene_pairs_same_direction,0.0657
Speciation_gene_pairs_same_direction,0.1923
Speciation_gene_pairs_same_direction,0.2314
Speciation_gene_pairs_same_direction,0.1667
Speciation_gene_pairs_same_direction,0.0648
Speciation_gene_pairs_same_direction,0.0983
Speciation_gene_pairs_same_direction,0.2431
Speciation_gene_pairs_same_direction,0.0732
Speciation_gene_pairs_same_direction,0.3089
Speciation_gene_pairs_same_direction,0.1806
Speciation_gene_pairs_same_direction,0.309
Speciation_gene_pairs_same_direction,0.1886
Speciation_gene_pairs_same_direction,0.0876
Speciation_gene_pairs_same_direction,0.2171
Speciation_gene_pairs_same_direction,0.1931
Speciation_gene_pairs_same_direction,0.3957
