Type,omega
Speciation_gene_pairs_same_direction,0.1526
Speciation_gene_pairs_same_direction,0.2032
Speciation_gene_pairs_same_direction,0.235
Speciation_gene_pairs_same_direction,0.2347
Speciation_gene_pairs_same_direction,0.0846
Speciation_gene_pairs_same_direction,0.1388
Speciation_gene_pairs_same_direction,0.2727
Speciation_gene_pairs_same_direction,0.616
Speciation_gene_pairs_same_direction,0.3769
Speciation_gene_pairs_same_direction,0.1702
Speciation_gene_pairs_same_direction,0.3099
Speciation_gene_pairs_same_direction,0.2653
Speciation_gene_pairs_same_direction,0.4661
Speciation_gene_pairs_same_direction,0.1368
Speciation_gene_pairs_same_direction,0.2673
Speciation_gene_pairs_same_direction,0.0962
Speciation_gene_pairs_same_direction,0.2057
Speciation_gene_pairs_same_direction,0.3
Speciation_gene_pairs_same_direction,0.0664
Speciation_gene_pairs_same_direction,0.2424
Speciation_gene_pairs_same_direction,0.2597
Speciation_gene_pairs_same_direction,0.4096
Speciation_gene_pairs_same_direction,0.0793
Speciation_gene_pairs_same_direction,0.0732
Speciation_gene_pairs_same_direction,0.1752
Speciation_gene_pairs_same_direction,0.4135
Speciation_gene_pairs_same_direction,0.2494
Speciation_gene_pairs_same_direction,0.2287
