Type,ka
Speciation_gene_pairs_same_direction,0.1477
Speciation_gene_pairs_same_direction,0.0265
Speciation_gene_pairs_same_direction,0.3489
Speciation_gene_pairs_same_direction,0.3422
Speciation_gene_pairs_same_direction,0.238
Speciation_gene_pairs_same_direction,0.0881
Speciation_gene_pairs_same_direction,0.1509
Speciation_gene_pairs_same_direction,0.0704
Speciation_gene_pairs_same_direction,0.2221
Speciation_gene_pairs_same_direction,0.0715
Speciation_gene_pairs_same_direction,0.1417
Speciation_gene_pairs_same_direction,0.1507
Speciation_gene_pairs_same_direction,0.0714
Speciation_gene_pairs_same_direction,0.1168
Speciation_gene_pairs_same_direction,0.1561
Speciation_gene_pairs_same_direction,0.181
Speciation_gene_pairs_same_direction,0.2538
Speciation_gene_pairs_same_direction,0.1067
Speciation_gene_pairs_same_direction,0.1572
Speciation_gene_pairs_same_direction,0.3254
Speciation_gene_pairs_same_direction,0.2663
Speciation_gene_pairs_same_direction,0.1097
Speciation_gene_pairs_same_direction,0.119
Speciation_gene_pairs_same_direction,0.2461
Speciation_gene_pairs_same_direction,0.2864
Speciation_gene_pairs_same_direction,0.148
Speciation_gene_pairs_same_direction,0.1694
Speciation_gene_pairs_same_direction,0.2493
