Type,ka
Speciation_gene_pairs_same_direction,0.0775
Speciation_gene_pairs_same_direction,0.1342
Speciation_gene_pairs_same_direction,0.2002
Speciation_gene_pairs_same_direction,0.0835
Speciation_gene_pairs_same_direction,0.1315
Speciation_gene_pairs_same_direction,0.0706
Speciation_gene_pairs_same_direction,0.1142
Speciation_gene_pairs_same_direction,0.2844
Speciation_gene_pairs_same_direction,0.2142
Speciation_gene_pairs_same_direction,0.3715
Speciation_gene_pairs_same_direction,0.1069
Speciation_gene_pairs_same_direction,0.1549
Speciation_gene_pairs_same_direction,0.1286
Speciation_gene_pairs_same_direction,0.0627
Speciation_gene_pairs_same_direction,0.204
Speciation_gene_pairs_same_direction,0.1645
Speciation_gene_pairs_same_direction,0.2297
Speciation_gene_pairs_same_direction,0.2094
Speciation_gene_pairs_same_direction,0.1539
Speciation_gene_pairs_same_direction,0.1422
Speciation_gene_pairs_same_direction,0.1024
Speciation_gene_pairs_same_direction,0.0577
Speciation_gene_pairs_same_direction,0.0614
Speciation_gene_pairs_same_direction,0.2435
Speciation_gene_pairs_same_direction,0.1488
Speciation_gene_pairs_same_direction,0.5162
Speciation_gene_pairs_same_direction,0.2197
Speciation_gene_pairs_same_direction,0.1873
