Type,omega
Speciation_gene_pairs_same_direction,0.0700498
Speciation_gene_pairs_same_direction,0.112871
Speciation_gene_pairs_same_direction,0.154511
Speciation_gene_pairs_same_direction,0.256179
Speciation_gene_pairs_same_direction,0.0485846
Speciation_gene_pairs_same_direction,0.0374511
Speciation_gene_pairs_same_direction,0.0712341
Speciation_gene_pairs_same_direction,0.152361
Speciation_gene_pairs_same_direction,0.173977
Speciation_gene_pairs_same_direction,0.467091
Speciation_gene_pairs_same_direction,0.0406659
Speciation_gene_pairs_same_direction,0.0386029
Speciation_gene_pairs_same_direction,0.260246
Speciation_gene_pairs_same_direction,0.0214474
Speciation_gene_pairs_same_direction,0.0563722
Speciation_gene_pairs_same_direction,0.10631
Speciation_gene_pairs_same_direction,0.250922
Speciation_gene_pairs_same_direction,0.0150589
Speciation_gene_pairs_same_direction,0.257412
Speciation_gene_pairs_same_direction,0.173738
Speciation_gene_pairs_same_direction,0.170164
Speciation_gene_pairs_same_direction,0.0657939
Speciation_gene_pairs_same_direction,0.0378968
Speciation_gene_pairs_same_direction,0.164527
Speciation_gene_pairs_same_direction,0.124965
Speciation_gene_pairs_same_direction,0.176792
Speciation_gene_pairs_same_direction,0.10555
Speciation_gene_pairs_same_direction,0.118241
