Type,omega
Speciation_gene_pairs_same_direction,0.2202
Speciation_gene_pairs_same_direction,0.2544
Speciation_gene_pairs_same_direction,0.1751
Speciation_gene_pairs_same_direction,0.0389
Speciation_gene_pairs_same_direction,0.3035
Speciation_gene_pairs_same_direction,0.042
Speciation_gene_pairs_same_direction,0.1594
Speciation_gene_pairs_same_direction,0.0867
Speciation_gene_pairs_same_direction,0.0556
Speciation_gene_pairs_same_direction,0.0882
Speciation_gene_pairs_same_direction,0.3955
Speciation_gene_pairs_same_direction,0.4173
Speciation_gene_pairs_same_direction,0.092
Speciation_gene_pairs_same_direction,0.2193
Speciation_gene_pairs_same_direction,0.1178
Speciation_gene_pairs_same_direction,0.2093
Speciation_gene_pairs_same_direction,0.1801
Speciation_gene_pairs_same_direction,0.2679
Speciation_gene_pairs_same_direction,0.2193
Speciation_gene_pairs_same_direction,0.3669
Speciation_gene_pairs_same_direction,0.1958
Speciation_gene_pairs_same_direction,0.436
Speciation_gene_pairs_same_direction,0.0399
Speciation_gene_pairs_same_direction,0.4488
Speciation_gene_pairs_same_direction,0.2531
Speciation_gene_pairs_same_direction,0.2865
Speciation_gene_pairs_same_direction,0.0556
Speciation_gene_pairs_same_direction,0.1873
