Type,ks
Speciation_gene_pairs_same_direction,0.9035
Speciation_gene_pairs_same_direction,2.7559
Speciation_gene_pairs_same_direction,0.5307
Speciation_gene_pairs_same_direction,0.5091
Speciation_gene_pairs_same_direction,0.5951
Speciation_gene_pairs_same_direction,1.0299
Speciation_gene_pairs_same_direction,0.832
Speciation_gene_pairs_same_direction,0.661
Speciation_gene_pairs_same_direction,0.889
Speciation_gene_pairs_same_direction,0.6592
Speciation_gene_pairs_same_direction,0.6923
Speciation_gene_pairs_same_direction,1.3639
Speciation_gene_pairs_same_direction,0.5373
Speciation_gene_pairs_same_direction,0.8471
Speciation_gene_pairs_same_direction,1.5312
Speciation_gene_pairs_same_direction,0.46
Speciation_gene_pairs_same_direction,0.5254
Speciation_gene_pairs_same_direction,1.3452
Speciation_gene_pairs_same_direction,1.2135
Speciation_gene_pairs_same_direction,2.2493
Speciation_gene_pairs_same_direction,0.6398
Speciation_gene_pairs_same_direction,1.9669
Speciation_gene_pairs_same_direction,1.0513
Speciation_gene_pairs_same_direction,0.8016
Speciation_gene_pairs_same_direction,2.4742
Speciation_gene_pairs_same_direction,2.2157
Speciation_gene_pairs_same_direction,0.6944
Speciation_gene_pairs_same_direction,0.907
