Type,omega
Speciation_gene_pairs_same_direction,0.1928
Speciation_gene_pairs_same_direction,0.1853
Speciation_gene_pairs_same_direction,0.2638
Speciation_gene_pairs_same_direction,0.3715
Speciation_gene_pairs_same_direction,0.2857
Speciation_gene_pairs_same_direction,0.3012
Speciation_gene_pairs_same_direction,0.3846
Speciation_gene_pairs_same_direction,0.1091
Speciation_gene_pairs_same_direction,0.177
Speciation_gene_pairs_same_direction,0.2083
Speciation_gene_pairs_same_direction,0.3222
Speciation_gene_pairs_same_direction,0.3078
Speciation_gene_pairs_same_direction,0.208
Speciation_gene_pairs_same_direction,0.2325
Speciation_gene_pairs_same_direction,0.193
Speciation_gene_pairs_same_direction,0.2689
Speciation_gene_pairs_same_direction,0.2025
Speciation_gene_pairs_same_direction,0.222
Speciation_gene_pairs_same_direction,0.3055
Speciation_gene_pairs_same_direction,0.3375
Speciation_gene_pairs_same_direction,0.2008
Speciation_gene_pairs_same_direction,0.1709
Speciation_gene_pairs_same_direction,0.1828
Speciation_gene_pairs_same_direction,0.2216
Speciation_gene_pairs_same_direction,0.3865
Speciation_gene_pairs_same_direction,-1.0
Speciation_gene_pairs_same_direction,0.3548
Speciation_gene_pairs_same_direction,0.0681
