Type,ka
Speciation_gene_pairs_same_direction,0.216
Speciation_gene_pairs_same_direction,0.3452
Speciation_gene_pairs_same_direction,0.062
Speciation_gene_pairs_same_direction,0.2332
Speciation_gene_pairs_same_direction,0.1495
Speciation_gene_pairs_same_direction,0.1327
Speciation_gene_pairs_same_direction,0.0128
Speciation_gene_pairs_same_direction,0.0482
Speciation_gene_pairs_same_direction,0.1287
Speciation_gene_pairs_same_direction,0.3613
Speciation_gene_pairs_same_direction,0.1527
Speciation_gene_pairs_same_direction,0.2231
Speciation_gene_pairs_same_direction,0.3568
Speciation_gene_pairs_same_direction,0.1877
Speciation_gene_pairs_same_direction,0.0892
Speciation_gene_pairs_same_direction,0.1914
Speciation_gene_pairs_same_direction,0.0411
Speciation_gene_pairs_same_direction,0.4068
Speciation_gene_pairs_same_direction,0.1121
Speciation_gene_pairs_same_direction,0.3435
Speciation_gene_pairs_same_direction,0.2779
Speciation_gene_pairs_same_direction,0.3227
Speciation_gene_pairs_same_direction,0.1908
Speciation_gene_pairs_same_direction,0.0742
Speciation_gene_pairs_same_direction,0.2613
Speciation_gene_pairs_same_direction,0.1602
Speciation_gene_pairs_same_direction,0.1647
Speciation_gene_pairs_same_direction,0.0861
