Type,ka
Speciation_gene_pairs_same_direction,0.1415
Speciation_gene_pairs_same_direction,0.1885
Speciation_gene_pairs_same_direction,0.2823
Speciation_gene_pairs_same_direction,0.0416
Speciation_gene_pairs_same_direction,0.1452
Speciation_gene_pairs_same_direction,0.161
Speciation_gene_pairs_same_direction,0.0565
Speciation_gene_pairs_same_direction,0.1656
Speciation_gene_pairs_same_direction,0.0936
Speciation_gene_pairs_same_direction,0.1475
Speciation_gene_pairs_same_direction,0.0194
Speciation_gene_pairs_same_direction,0.1128
Speciation_gene_pairs_same_direction,0.1572
Speciation_gene_pairs_same_direction,0.1479
Speciation_gene_pairs_same_direction,0.2541
Speciation_gene_pairs_same_direction,0.2378
Speciation_gene_pairs_same_direction,0.1641
Speciation_gene_pairs_same_direction,0.3193
Speciation_gene_pairs_same_direction,0.169
Speciation_gene_pairs_same_direction,0.1773
Speciation_gene_pairs_same_direction,0.2766
Speciation_gene_pairs_same_direction,0.0716
Speciation_gene_pairs_same_direction,0.012
Speciation_gene_pairs_same_direction,0.2959
Speciation_gene_pairs_same_direction,0.2554
Speciation_gene_pairs_same_direction,0.1371
Speciation_gene_pairs_same_direction,0.1728
Speciation_gene_pairs_same_direction,0.4045
