Type,ka
Speciation_gene_pairs_same_direction,0.0465
Speciation_gene_pairs_same_direction,0.053
Speciation_gene_pairs_same_direction,0.1107
Speciation_gene_pairs_same_direction,0.0514
Speciation_gene_pairs_same_direction,0.0518
Speciation_gene_pairs_same_direction,0.2936
Speciation_gene_pairs_same_direction,0.251
Speciation_gene_pairs_same_direction,0.3476
Speciation_gene_pairs_same_direction,0.1107
Speciation_gene_pairs_same_direction,0.1541
Speciation_gene_pairs_same_direction,0.0931
Speciation_gene_pairs_same_direction,0.4916
Speciation_gene_pairs_same_direction,0.2267
Speciation_gene_pairs_same_direction,0.1773
Speciation_gene_pairs_same_direction,0.5754
Speciation_gene_pairs_same_direction,0.0582
Speciation_gene_pairs_same_direction,0.1953
Speciation_gene_pairs_same_direction,0.2224
Speciation_gene_pairs_same_direction,0.3106
Speciation_gene_pairs_same_direction,0.158
Speciation_gene_pairs_same_direction,0.1524
Speciation_gene_pairs_same_direction,0.0463
Speciation_gene_pairs_same_direction,0.3656
Speciation_gene_pairs_same_direction,0.0826
Speciation_gene_pairs_same_direction,0.2162
Speciation_gene_pairs_same_direction,0.0727
Speciation_gene_pairs_same_direction,0.1595
Speciation_gene_pairs_same_direction,0.2272
