Type,ks
Speciation_gene_pairs_same_direction,1.4532
Speciation_gene_pairs_same_direction,0.5995
Speciation_gene_pairs_same_direction,0.5932
Speciation_gene_pairs_same_direction,0.6648
Speciation_gene_pairs_same_direction,0.4947
Speciation_gene_pairs_same_direction,1.8502
Speciation_gene_pairs_same_direction,0.7298
Speciation_gene_pairs_same_direction,0.7872
Speciation_gene_pairs_same_direction,1.4837
Speciation_gene_pairs_same_direction,1.7233
Speciation_gene_pairs_same_direction,1.6659
Speciation_gene_pairs_same_direction,1.8263
Speciation_gene_pairs_same_direction,0.8241
Speciation_gene_pairs_same_direction,0.7181
Speciation_gene_pairs_same_direction,0.4955
Speciation_gene_pairs_same_direction,1.2077
Speciation_gene_pairs_same_direction,1.9359
Speciation_gene_pairs_same_direction,1.1092
Speciation_gene_pairs_same_direction,0.8833
Speciation_gene_pairs_same_direction,0.5776
Speciation_gene_pairs_same_direction,2.5313
Speciation_gene_pairs_same_direction,1.5293
Speciation_gene_pairs_same_direction,1.9564
Speciation_gene_pairs_same_direction,0.6557
Speciation_gene_pairs_same_direction,1.9363
Speciation_gene_pairs_same_direction,1.4668
Speciation_gene_pairs_same_direction,0.8089
Speciation_gene_pairs_same_direction,2.4053
