Type,ks
Speciation_gene_pairs_same_direction,0.7441
Speciation_gene_pairs_same_direction,0.6885
Speciation_gene_pairs_same_direction,0.7792
Speciation_gene_pairs_same_direction,0.4719
Speciation_gene_pairs_same_direction,0.8144
Speciation_gene_pairs_same_direction,0.7352
Speciation_gene_pairs_same_direction,0.6736
Speciation_gene_pairs_same_direction,1.6799
Speciation_gene_pairs_same_direction,0.7801
Speciation_gene_pairs_same_direction,1.1024
Speciation_gene_pairs_same_direction,0.7693
Speciation_gene_pairs_same_direction,0.8581
Speciation_gene_pairs_same_direction,0.5471
Speciation_gene_pairs_same_direction,0.6868
Speciation_gene_pairs_same_direction,0.967
Speciation_gene_pairs_same_direction,0.6529
Speciation_gene_pairs_same_direction,0.6562
Speciation_gene_pairs_same_direction,0.85
Speciation_gene_pairs_same_direction,0.9966
Speciation_gene_pairs_same_direction,0.652
Speciation_gene_pairs_same_direction,1.2356
Speciation_gene_pairs_same_direction,0.8242
Speciation_gene_pairs_same_direction,0.4199
Speciation_gene_pairs_same_direction,0.8731
Speciation_gene_pairs_same_direction,0.7085
Speciation_gene_pairs_same_direction,0.6492
Speciation_gene_pairs_same_direction,0.9264
Speciation_gene_pairs_same_direction,0.6044
