Type,omega
Speciation_gene_pairs_same_direction,0.1945
Speciation_gene_pairs_same_direction,0.3724
Speciation_gene_pairs_same_direction,0.1936
Speciation_gene_pairs_same_direction,0.1675
Speciation_gene_pairs_same_direction,0.1331
Speciation_gene_pairs_same_direction,0.1863
Speciation_gene_pairs_same_direction,0.315
Speciation_gene_pairs_same_direction,0.2607
Speciation_gene_pairs_same_direction,0.1243
Speciation_gene_pairs_same_direction,0.1549
Speciation_gene_pairs_same_direction,0.1039
Speciation_gene_pairs_same_direction,0.1388
Speciation_gene_pairs_same_direction,0.196
Speciation_gene_pairs_same_direction,0.1975
Speciation_gene_pairs_same_direction,0.0561
Speciation_gene_pairs_same_direction,0.2281
Speciation_gene_pairs_same_direction,0.0789
Speciation_gene_pairs_same_direction,0.1697
Speciation_gene_pairs_same_direction,0.0942
Speciation_gene_pairs_same_direction,0.2327
Speciation_gene_pairs_same_direction,0.1777
Speciation_gene_pairs_same_direction,0.2252
Speciation_gene_pairs_same_direction,0.0747
Speciation_gene_pairs_same_direction,0.1594
Speciation_gene_pairs_same_direction,0.4638
Speciation_gene_pairs_same_direction,0.2869
Speciation_gene_pairs_same_direction,0.1268
Speciation_gene_pairs_same_direction,0.2449
