Type,ka
Speciation_gene_pairs_same_direction,0.2547
Speciation_gene_pairs_same_direction,0.2348
Speciation_gene_pairs_same_direction,0.0659
Speciation_gene_pairs_same_direction,0.3918
Speciation_gene_pairs_same_direction,0.3135
Speciation_gene_pairs_same_direction,0.1036
Speciation_gene_pairs_same_direction,0.1965
Speciation_gene_pairs_same_direction,0.4137
Speciation_gene_pairs_same_direction,0.1183
Speciation_gene_pairs_same_direction,0.126
Speciation_gene_pairs_same_direction,0.1399
Speciation_gene_pairs_same_direction,0.0114
Speciation_gene_pairs_same_direction,0.1693
Speciation_gene_pairs_same_direction,0.0318
Speciation_gene_pairs_same_direction,0.4725
Speciation_gene_pairs_same_direction,0.0903
Speciation_gene_pairs_same_direction,0.071
Speciation_gene_pairs_same_direction,0.1288
Speciation_gene_pairs_same_direction,0.0258
Speciation_gene_pairs_same_direction,0.2309
Speciation_gene_pairs_same_direction,0.0859
Speciation_gene_pairs_same_direction,0.0517
Speciation_gene_pairs_same_direction,0.0965
Speciation_gene_pairs_same_direction,0.0814
Speciation_gene_pairs_same_direction,0.2559
Speciation_gene_pairs_same_direction,0.1835
Speciation_gene_pairs_same_direction,0.1815
Speciation_gene_pairs_same_direction,0.0602
