Type,ks
Speciation_gene_pairs_same_direction,0.9786
Speciation_gene_pairs_same_direction,0.9255
Speciation_gene_pairs_same_direction,0.6527
Speciation_gene_pairs_same_direction,0.462
Speciation_gene_pairs_same_direction,0.7666
Speciation_gene_pairs_same_direction,0.7631
Speciation_gene_pairs_same_direction,0.638
Speciation_gene_pairs_same_direction,0.6187
Speciation_gene_pairs_same_direction,0.8203
Speciation_gene_pairs_same_direction,0.8513
Speciation_gene_pairs_same_direction,0.6571
Speciation_gene_pairs_same_direction,0.6118
Speciation_gene_pairs_same_direction,0.7331
Speciation_gene_pairs_same_direction,0.7822
Speciation_gene_pairs_same_direction,1.5706
Speciation_gene_pairs_same_direction,0.939
Speciation_gene_pairs_same_direction,0.6109
Speciation_gene_pairs_same_direction,0.6941
Speciation_gene_pairs_same_direction,0.8733
Speciation_gene_pairs_same_direction,0.797
Speciation_gene_pairs_same_direction,1.2191
Speciation_gene_pairs_same_direction,0.9648
Speciation_gene_pairs_same_direction,0.9795
Speciation_gene_pairs_same_direction,1.0931
Speciation_gene_pairs_same_direction,0.5999
Speciation_gene_pairs_same_direction,0.8606
Speciation_gene_pairs_same_direction,0.9596
Speciation_gene_pairs_same_direction,1.0891
