Type,ka
Speciation_gene_pairs_same_direction,0.1118
Speciation_gene_pairs_same_direction,0.1335
Speciation_gene_pairs_same_direction,0.2671
Speciation_gene_pairs_same_direction,0.1228
Speciation_gene_pairs_same_direction,0.0902
Speciation_gene_pairs_same_direction,0.0889
Speciation_gene_pairs_same_direction,0.0522
Speciation_gene_pairs_same_direction,0.502
Speciation_gene_pairs_same_direction,0.2006
Speciation_gene_pairs_same_direction,0.2356
Speciation_gene_pairs_same_direction,0.1678
Speciation_gene_pairs_same_direction,0.134
Speciation_gene_pairs_same_direction,0.1527
Speciation_gene_pairs_same_direction,0.101
Speciation_gene_pairs_same_direction,0.3436
Speciation_gene_pairs_same_direction,0.1207
Speciation_gene_pairs_same_direction,0.0626
Speciation_gene_pairs_same_direction,0.0969
Speciation_gene_pairs_same_direction,0.1512
Speciation_gene_pairs_same_direction,0.1737
Speciation_gene_pairs_same_direction,0.1404
Speciation_gene_pairs_same_direction,0.163
Speciation_gene_pairs_same_direction,0.0765
Speciation_gene_pairs_same_direction,0.0715
Speciation_gene_pairs_same_direction,0.3483
Speciation_gene_pairs_same_direction,0.1812
Speciation_gene_pairs_same_direction,0.2377
Speciation_gene_pairs_same_direction,0.2917
