Type,ks
Speciation_gene_pairs_same_direction,0.6852
Speciation_gene_pairs_same_direction,0.6233
Speciation_gene_pairs_same_direction,0.5987
Speciation_gene_pairs_same_direction,0.5798
Speciation_gene_pairs_same_direction,0.679
Speciation_gene_pairs_same_direction,0.8002
Speciation_gene_pairs_same_direction,0.553
Speciation_gene_pairs_same_direction,0.5374
Speciation_gene_pairs_same_direction,0.7133
Speciation_gene_pairs_same_direction,1.6557
Speciation_gene_pairs_same_direction,0.5859
Speciation_gene_pairs_same_direction,0.5434
Speciation_gene_pairs_same_direction,0.6139
Speciation_gene_pairs_same_direction,2.4764
Speciation_gene_pairs_same_direction,2.2407
Speciation_gene_pairs_same_direction,0.9407
Speciation_gene_pairs_same_direction,0.7361
Speciation_gene_pairs_same_direction,2.1629
Speciation_gene_pairs_same_direction,1.8363
Speciation_gene_pairs_same_direction,0.6668
Speciation_gene_pairs_same_direction,0.4779
Speciation_gene_pairs_same_direction,0.7296
Speciation_gene_pairs_same_direction,0.6249
Speciation_gene_pairs_same_direction,0.7186
Speciation_gene_pairs_same_direction,1.5609
Speciation_gene_pairs_same_direction,0.7879
Speciation_gene_pairs_same_direction,0.6214
Speciation_gene_pairs_same_direction,0.5901
