Type,omega
Speciation_gene_pairs_same_direction,0.1674
Speciation_gene_pairs_same_direction,0.067
Speciation_gene_pairs_same_direction,0.3328
Speciation_gene_pairs_same_direction,0.1242
Speciation_gene_pairs_same_direction,0.2738
Speciation_gene_pairs_same_direction,0.291
Speciation_gene_pairs_same_direction,0.1758
Speciation_gene_pairs_same_direction,0.1628
Speciation_gene_pairs_same_direction,0.522
Speciation_gene_pairs_same_direction,0.1422
Speciation_gene_pairs_same_direction,0.058
Speciation_gene_pairs_same_direction,0.2012
Speciation_gene_pairs_same_direction,0.1637
Speciation_gene_pairs_same_direction,0.169
Speciation_gene_pairs_same_direction,0.0808
Speciation_gene_pairs_same_direction,0.1734
Speciation_gene_pairs_same_direction,0.0878
Speciation_gene_pairs_same_direction,0.0711
Speciation_gene_pairs_same_direction,0.0812
Speciation_gene_pairs_same_direction,0.1895
Speciation_gene_pairs_same_direction,0.0344
Speciation_gene_pairs_same_direction,0.2733
Speciation_gene_pairs_same_direction,0.3588
Speciation_gene_pairs_same_direction,0.1076
Speciation_gene_pairs_same_direction,0.1297
Speciation_gene_pairs_same_direction,0.1682
Speciation_gene_pairs_same_direction,0.1296
Speciation_gene_pairs_same_direction,0.0891
