Type,ka
Speciation_gene_pairs_same_direction,0.3435
Speciation_gene_pairs_same_direction,0.1417
Speciation_gene_pairs_same_direction,0.082
Speciation_gene_pairs_same_direction,0.1287
Speciation_gene_pairs_same_direction,0.0864
Speciation_gene_pairs_same_direction,0.1288
Speciation_gene_pairs_same_direction,0.1304
Speciation_gene_pairs_same_direction,0.4871
Speciation_gene_pairs_same_direction,0.19
Speciation_gene_pairs_same_direction,0.3278
Speciation_gene_pairs_same_direction,0.2754
Speciation_gene_pairs_same_direction,0.1541
Speciation_gene_pairs_same_direction,0.1013
Speciation_gene_pairs_same_direction,0.1059
Speciation_gene_pairs_same_direction,0.2841
Speciation_gene_pairs_same_direction,0.2926
Speciation_gene_pairs_same_direction,0.2082
Speciation_gene_pairs_same_direction,0.0995
Speciation_gene_pairs_same_direction,0.123
Speciation_gene_pairs_same_direction,0.0501
Speciation_gene_pairs_same_direction,0.0733
Speciation_gene_pairs_same_direction,0.1082
Speciation_gene_pairs_same_direction,0.0936
Speciation_gene_pairs_same_direction,0.1483
Speciation_gene_pairs_same_direction,0.0469
Speciation_gene_pairs_same_direction,0.1206
Speciation_gene_pairs_same_direction,0.184
Speciation_gene_pairs_same_direction,0.0533
