Type,omega
Speciation_gene_pairs_same_direction,0.153053
Speciation_gene_pairs_same_direction,0.310422
Speciation_gene_pairs_same_direction,0.105554
Speciation_gene_pairs_same_direction,0.315363
Speciation_gene_pairs_same_direction,0.15114
Speciation_gene_pairs_same_direction,0.0720268
Speciation_gene_pairs_same_direction,0.119849
Speciation_gene_pairs_same_direction,0.148896
Speciation_gene_pairs_same_direction,0.137387
Speciation_gene_pairs_same_direction,0.0601082
Speciation_gene_pairs_same_direction,0.204694
Speciation_gene_pairs_same_direction,0.0383479
Speciation_gene_pairs_same_direction,0.0245098
Speciation_gene_pairs_same_direction,0.197943
Speciation_gene_pairs_same_direction,0.199359
Speciation_gene_pairs_same_direction,0.147778
Speciation_gene_pairs_same_direction,0.101849
Speciation_gene_pairs_same_direction,0.172863
Speciation_gene_pairs_same_direction,0.118719
Speciation_gene_pairs_same_direction,0.331541
Speciation_gene_pairs_same_direction,0.203496
Speciation_gene_pairs_same_direction,0.0512375
Speciation_gene_pairs_same_direction,0.14482
Speciation_gene_pairs_same_direction,0.211018
Speciation_gene_pairs_same_direction,0.10927
Speciation_gene_pairs_same_direction,0.286545
Speciation_gene_pairs_same_direction,0.298391
Speciation_gene_pairs_same_direction,0.185533
