Type,omega
Speciation_gene_pairs_same_direction,0.0592
Speciation_gene_pairs_same_direction,0.4541
Speciation_gene_pairs_same_direction,0.2063
Speciation_gene_pairs_same_direction,0.1098
Speciation_gene_pairs_same_direction,0.0928
Speciation_gene_pairs_same_direction,0.0836
Speciation_gene_pairs_same_direction,0.214
Speciation_gene_pairs_same_direction,0.1717
Speciation_gene_pairs_same_direction,0.1012
Speciation_gene_pairs_same_direction,0.1757
Speciation_gene_pairs_same_direction,0.104
Speciation_gene_pairs_same_direction,0.2619
Speciation_gene_pairs_same_direction,0.1136
Speciation_gene_pairs_same_direction,0.212
Speciation_gene_pairs_same_direction,0.3571
Speciation_gene_pairs_same_direction,0.1703
Speciation_gene_pairs_same_direction,0.2562
Speciation_gene_pairs_same_direction,0.1403
Speciation_gene_pairs_same_direction,0.0515
Speciation_gene_pairs_same_direction,0.1828
Speciation_gene_pairs_same_direction,-1.0
Speciation_gene_pairs_same_direction,0.4074
Speciation_gene_pairs_same_direction,0.5686
Speciation_gene_pairs_same_direction,0.152
Speciation_gene_pairs_same_direction,0.1206
Speciation_gene_pairs_same_direction,0.422
Speciation_gene_pairs_same_direction,0.2541
Speciation_gene_pairs_same_direction,0.2155
