Type,ks
Speciation_gene_pairs_same_direction,0.8583
Speciation_gene_pairs_same_direction,0.8016
Speciation_gene_pairs_same_direction,0.7422
Speciation_gene_pairs_same_direction,1.4299
Speciation_gene_pairs_same_direction,0.8241
Speciation_gene_pairs_same_direction,1.1034
Speciation_gene_pairs_same_direction,0.6349
Speciation_gene_pairs_same_direction,0.6326
Speciation_gene_pairs_same_direction,0.9044
Speciation_gene_pairs_same_direction,0.819
Speciation_gene_pairs_same_direction,0.6809
Speciation_gene_pairs_same_direction,0.9492
Speciation_gene_pairs_same_direction,0.9432
Speciation_gene_pairs_same_direction,0.6444
Speciation_gene_pairs_same_direction,0.5486
Speciation_gene_pairs_same_direction,0.604
Speciation_gene_pairs_same_direction,0.5866
Speciation_gene_pairs_same_direction,1.1437
Speciation_gene_pairs_same_direction,0.7076
Speciation_gene_pairs_same_direction,0.7982
Speciation_gene_pairs_same_direction,0.8136
Speciation_gene_pairs_same_direction,1.6224
Speciation_gene_pairs_same_direction,1.6598
Speciation_gene_pairs_same_direction,1.1196
Speciation_gene_pairs_same_direction,0.8584
Speciation_gene_pairs_same_direction,0.8743
Speciation_gene_pairs_same_direction,1.0312
Speciation_gene_pairs_same_direction,1.0202
