Type,ka
Speciation_gene_pairs_same_direction,0.1141
Speciation_gene_pairs_same_direction,0.213
Speciation_gene_pairs_same_direction,0.0404
Speciation_gene_pairs_same_direction,0.2635
Speciation_gene_pairs_same_direction,0.1071
Speciation_gene_pairs_same_direction,0.2263
Speciation_gene_pairs_same_direction,0.2105
Speciation_gene_pairs_same_direction,0.1257
Speciation_gene_pairs_same_direction,0.154
Speciation_gene_pairs_same_direction,0.2113
Speciation_gene_pairs_same_direction,0.1031
Speciation_gene_pairs_same_direction,0.1442
Speciation_gene_pairs_same_direction,0.0565
Speciation_gene_pairs_same_direction,0.264
Speciation_gene_pairs_same_direction,0.1318
Speciation_gene_pairs_same_direction,0.1756
Speciation_gene_pairs_same_direction,0.1066
Speciation_gene_pairs_same_direction,0.1124
Speciation_gene_pairs_same_direction,0.1899
Speciation_gene_pairs_same_direction,0.1464
Speciation_gene_pairs_same_direction,0.1534
Speciation_gene_pairs_same_direction,0.129
Speciation_gene_pairs_same_direction,0.0948
Speciation_gene_pairs_same_direction,0.1182
Speciation_gene_pairs_same_direction,0.0512
Speciation_gene_pairs_same_direction,0.1262
Speciation_gene_pairs_same_direction,0.0759
Speciation_gene_pairs_same_direction,0.1224
