Type,omega
Speciation_gene_pairs_same_direction,0.1289
Speciation_gene_pairs_same_direction,0.1005
Speciation_gene_pairs_same_direction,0.1859
Speciation_gene_pairs_same_direction,0.1782
Speciation_gene_pairs_same_direction,0.1107
Speciation_gene_pairs_same_direction,0.1531
Speciation_gene_pairs_same_direction,0.1615
Speciation_gene_pairs_same_direction,0.3765
Speciation_gene_pairs_same_direction,0.1192
Speciation_gene_pairs_same_direction,0.2163
Speciation_gene_pairs_same_direction,0.5746
Speciation_gene_pairs_same_direction,0.4259
Speciation_gene_pairs_same_direction,0.3509
Speciation_gene_pairs_same_direction,0.1521
Speciation_gene_pairs_same_direction,0.3468
Speciation_gene_pairs_same_direction,0.0635
Speciation_gene_pairs_same_direction,0.268
Speciation_gene_pairs_same_direction,0.1264
Speciation_gene_pairs_same_direction,0.141
Speciation_gene_pairs_same_direction,0.2405
Speciation_gene_pairs_same_direction,0.127
Speciation_gene_pairs_same_direction,0.1706
Speciation_gene_pairs_same_direction,0.4653
Speciation_gene_pairs_same_direction,0.0814
Speciation_gene_pairs_same_direction,0.5492
Speciation_gene_pairs_same_direction,0.2003
Speciation_gene_pairs_same_direction,0.3793
Speciation_gene_pairs_same_direction,0.016
