Type,omega
Speciation_gene_pairs_same_direction,0.3737
Speciation_gene_pairs_same_direction,0.1587
Speciation_gene_pairs_same_direction,0.115
Speciation_gene_pairs_same_direction,0.1778
Speciation_gene_pairs_same_direction,0.1471
Speciation_gene_pairs_same_direction,0.2774
Speciation_gene_pairs_same_direction,0.3052
Speciation_gene_pairs_same_direction,0.2635
Speciation_gene_pairs_same_direction,0.3259
Speciation_gene_pairs_same_direction,0.0903
Speciation_gene_pairs_same_direction,0.1846
Speciation_gene_pairs_same_direction,0.2201
Speciation_gene_pairs_same_direction,0.3978
Speciation_gene_pairs_same_direction,0.0529
Speciation_gene_pairs_same_direction,0.2548
Speciation_gene_pairs_same_direction,0.1167
Speciation_gene_pairs_same_direction,0.0412
Speciation_gene_pairs_same_direction,0.0501
Speciation_gene_pairs_same_direction,0.109
Speciation_gene_pairs_same_direction,0.2695
Speciation_gene_pairs_same_direction,0.1393
Speciation_gene_pairs_same_direction,0.0625
Speciation_gene_pairs_same_direction,0.0469
Speciation_gene_pairs_same_direction,0.1287
Speciation_gene_pairs_same_direction,0.2241
Speciation_gene_pairs_same_direction,0.2032
Speciation_gene_pairs_same_direction,0.2633
Speciation_gene_pairs_same_direction,0.1062
