Type,omega
Speciation_gene_pairs_same_direction,0.0681
Speciation_gene_pairs_same_direction,0.117
Speciation_gene_pairs_same_direction,0.0316
Speciation_gene_pairs_same_direction,0.1636
Speciation_gene_pairs_same_direction,0.1744
Speciation_gene_pairs_same_direction,0.031
Speciation_gene_pairs_same_direction,0.1069
Speciation_gene_pairs_same_direction,0.3085
Speciation_gene_pairs_same_direction,0.1004
Speciation_gene_pairs_same_direction,0.2127
Speciation_gene_pairs_same_direction,0.1027
Speciation_gene_pairs_same_direction,0.1399
Speciation_gene_pairs_same_direction,0.0583
Speciation_gene_pairs_same_direction,0.1727
Speciation_gene_pairs_same_direction,0.1377
Speciation_gene_pairs_same_direction,0.2193
Speciation_gene_pairs_same_direction,0.0014
Speciation_gene_pairs_same_direction,0.0419
Speciation_gene_pairs_same_direction,0.1415
Speciation_gene_pairs_same_direction,0.3809
Speciation_gene_pairs_same_direction,0.1672
Speciation_gene_pairs_same_direction,0.317
Speciation_gene_pairs_same_direction,0.1007
Speciation_gene_pairs_same_direction,0.1728
Speciation_gene_pairs_same_direction,0.1831
Speciation_gene_pairs_same_direction,0.057
Speciation_gene_pairs_same_direction,0.0641
Speciation_gene_pairs_same_direction,0.0789
