Type,Corr_Value,species_pair,tissue_time
Speciation_gene_pairs,0.7711355427049098,Sb_Ta,root_d1
Speciation_gene_pairs,0.7745768992245445,Sb_Ta,root_d1
Speciation_gene_pairs,0.7039368245564593,Sb_Ta,root_d1
Speciation_gene_pairs,0.6450798399667804,Sb_Ta,root_d1
Speciation_gene_pairs,0.77654915790757,Sb_Ta,root_d1
Speciation_gene_pairs,0.8559545229506909,Sb_Ta,root_d1
Speciation_gene_pairs,0.805654357459824,Sb_Ta,root_d1
Speciation_gene_pairs,0.7783966618834199,Sb_Ta,root_d1
Speciation_gene_pairs,0.552371435705758,Sb_Ta,root_d1
Speciation_gene_pairs,0.5793768442971269,Sb_Ta,root_d1
Speciation_gene_pairs,0.8062033487249107,Sb_Ta,root_d1
Speciation_gene_pairs,0.6875395729455863,Sb_Ta,root_d1
Speciation_gene_pairs,0.7985828788586355,Sb_Ta,root_d1
Speciation_gene_pairs,0.3656894431564604,Sb_Ta,root_d1
Speciation_gene_pairs,0.7220464861506369,Sb_Ta,root_d1
Speciation_gene_pairs,0.6937473387761126,Sb_Ta,root_d1
Speciation_gene_pairs,0.7005267889771741,Sb_Ta,root_d1
Speciation_gene_pairs,0.8543974487630428,Sb_Ta,root_d1
Speciation_gene_pairs,0.7872459507747175,Sb_Ta,root_d1
Speciation_gene_pairs,0.8970947880995132,Sb_Ta,root_d1
Speciation_gene_pairs,0.7130011695983962,Sb_Ta,root_d1
Speciation_gene_pairs,0.7258313747283414,Sb_Ta,root_d1
Speciation_gene_pairs,0.8607351647946269,Sb_Ta,root_d1
Speciation_gene_pairs,0.7769759349697342,Sb_Ta,root_d1
Speciation_gene_pairs,0.7760800867680487,Sb_Ta,root_d1
Speciation_gene_pairs,0.7604256165145801,Sb_Ta,root_d1
Speciation_gene_pairs,0.7048675877019948,Sb_Ta,root_d1
Speciation_gene_pairs,0.7449440672894759,Sb_Ta,root_d1
Speciation_gene_pairs,0.7772562992476489,Sb_Ta,root_d1
Speciation_gene_pairs,0.8002312008518202,Sb_Ta,root_d1
Speciation_gene_pairs,0.6398320046071669,Sb_Ta,root_d1
Speciation_gene_pairs,0.7011338739517465,Sb_Ta,root_d1
Speciation_gene_pairs,0.7593366480875142,Sb_Ta,root_d1
Speciation_gene_pairs,0.5813920538947304,Sb_Ta,root_d1
Speciation_gene_pairs,0.8960381406116116,Sb_Ta,root_d1
Speciation_gene_pairs,0.5499998032873614,Sb_Ta,root_d1
Speciation_gene_pairs,0.587552989902451,Sb_Ta,root_d1
Speciation_gene_pairs,0.8473509499648484,Sb_Ta,root_d1
Speciation_gene_pairs,0.6356285045007871,Sb_Ta,root_d1
Speciation_gene_pairs,0.6626356412730477,Sb_Ta,root_d1
Speciation_gene_pairs,0.7975817161814576,Sb_Ta,root_d1
Speciation_gene_pairs,0.8195931487222261,Sb_Ta,root_d1
Speciation_gene_pairs,0.7901668869477616,Sb_Ta,root_d1
Speciation_gene_pairs,0.6316899682281933,Sb_Ta,root_d1
Speciation_gene_pairs,0.7631853219572085,Sb_Ta,root_d1
Speciation_gene_pairs,0.7769751958099498,Sb_Ta,root_d1
Speciation_gene_pairs,0.7645801380808666,Sb_Ta,root_d1
Speciation_gene_pairs,0.6007310826601188,Sb_Ta,root_d1
Speciation_gene_pairs,0.7507023849614249,Sb_Ta,root_d1
Speciation_gene_pairs,0.8119436371661101,Sb_Ta,root_d1
