Type,Corr_Value
Speciation_gene_pairs,0.3735423514744462
Speciation_gene_pairs,0.7252159254729752
Speciation_gene_pairs,0.9444341902625736
Speciation_gene_pairs,0.9751264761169908
Speciation_gene_pairs,0.4675755175465353
Speciation_gene_pairs,0.4033915734992744
Speciation_gene_pairs,0.7660960935456992
Speciation_gene_pairs,0.882611152097118
Speciation_gene_pairs,0.5456937449921411
Speciation_gene_pairs,0.3889945893185611
Speciation_gene_pairs,0.4012055661789859
Speciation_gene_pairs,0.6876939003464583
Speciation_gene_pairs,0.5387026358629177
Speciation_gene_pairs,0.9937722467564444
Speciation_gene_pairs,0.382987827761818
Speciation_gene_pairs,0.9348933403132664
Speciation_gene_pairs,0.8555697929224332
Speciation_gene_pairs,0.6752182323585474
Speciation_gene_pairs,0.8901919757815484
Speciation_gene_pairs,0.7911488899432929
Speciation_gene_pairs,0.8530656395233147
Speciation_gene_pairs,0.6726820665014227
Speciation_gene_pairs,0.6827665925507641
Speciation_gene_pairs,0.8577381771795024
Speciation_gene_pairs,0.9744706864457684
Speciation_gene_pairs,0.8230053659527322
Speciation_gene_pairs,0.8724104355055394
Speciation_gene_pairs,0.7000945432137183
Speciation_gene_pairs,0.3635078911745702
Speciation_gene_pairs,0.3853728054352078
Speciation_gene_pairs,0.950208673635334
Speciation_gene_pairs,0.6979183157418121
Speciation_gene_pairs,0.8388367357306826
Speciation_gene_pairs,0.7765639414350197
Speciation_gene_pairs,0.8051392797908827
Speciation_gene_pairs,0.9515849997828828
Speciation_gene_pairs,0.9366909561835328
Speciation_gene_pairs,0.9584327802862465
Speciation_gene_pairs,0.881679252797663
Speciation_gene_pairs,0.8595841113000613
Speciation_gene_pairs,0.8276554678307871
Speciation_gene_pairs,0.5823765627943905
Speciation_gene_pairs,0.6687195354803156
Speciation_gene_pairs,0.6127488723866609
Speciation_gene_pairs,0.8421006316456077
Speciation_gene_pairs,0.9915012836079408
Speciation_gene_pairs,0.6660104762498318
Speciation_gene_pairs,0.8551362907233266
Speciation_gene_pairs,0.6379878003552907
Speciation_gene_pairs,0.945845230788346
Speciation_gene_pairs,0.8332718981745263
Speciation_gene_pairs,0.8448977752792902
Speciation_gene_pairs,0.6059509699741205
Speciation_gene_pairs,0.8958335156151677
Speciation_gene_pairs,0.8042073466523348
Speciation_gene_pairs,0.9488240420539936
Speciation_gene_pairs,0.9966908862993508
Speciation_gene_pairs,0.826673732704666
