Type,ka
Speciation_gene_pairs_same_direction,0.2348
Speciation_gene_pairs_same_direction,0.2283
Speciation_gene_pairs_same_direction,0.1239
Speciation_gene_pairs_same_direction,0.3492
Speciation_gene_pairs_same_direction,0.5456
Speciation_gene_pairs_same_direction,0.2416
Speciation_gene_pairs_same_direction,0.3202
Speciation_gene_pairs_same_direction,0.1341
Speciation_gene_pairs_same_direction,0.1835
Speciation_gene_pairs_same_direction,0.0723
Speciation_gene_pairs_same_direction,0.1151
Speciation_gene_pairs_same_direction,0.4233
Speciation_gene_pairs_same_direction,0.1437
Speciation_gene_pairs_same_direction,0.1397
Speciation_gene_pairs_same_direction,0.0936
Speciation_gene_pairs_same_direction,0.3998
Speciation_gene_pairs_same_direction,0.203
Speciation_gene_pairs_same_direction,0.2292
Speciation_gene_pairs_same_direction,0.1215
Speciation_gene_pairs_same_direction,0.3345
Speciation_gene_pairs_same_direction,0.1712
Speciation_gene_pairs_same_direction,0.088
Speciation_gene_pairs_same_direction,0.1964
Speciation_gene_pairs_same_direction,0.3423
Speciation_gene_pairs_same_direction,0.214
Speciation_gene_pairs_same_direction,0.1541
Speciation_gene_pairs_same_direction,0.1637
Speciation_gene_pairs_same_direction,0.2103
