Type,omega
Speciation_gene_pairs_same_direction,0.0796
Speciation_gene_pairs_same_direction,0.4469
Speciation_gene_pairs_same_direction,0.3119
Speciation_gene_pairs_same_direction,0.3315
Speciation_gene_pairs_same_direction,0.1127
Speciation_gene_pairs_same_direction,0.1653
Speciation_gene_pairs_same_direction,0.1919
Speciation_gene_pairs_same_direction,0.3192
Speciation_gene_pairs_same_direction,0.2142
Speciation_gene_pairs_same_direction,0.3884
Speciation_gene_pairs_same_direction,0.1521
Speciation_gene_pairs_same_direction,0.3321
Speciation_gene_pairs_same_direction,0.0883
Speciation_gene_pairs_same_direction,0.1957
Speciation_gene_pairs_same_direction,0.1125
Speciation_gene_pairs_same_direction,0.1875
Speciation_gene_pairs_same_direction,0.0798
Speciation_gene_pairs_same_direction,0.4663
Speciation_gene_pairs_same_direction,0.1254
Speciation_gene_pairs_same_direction,0.11
Speciation_gene_pairs_same_direction,0.3112
Speciation_gene_pairs_same_direction,0.338
Speciation_gene_pairs_same_direction,0.5749
Speciation_gene_pairs_same_direction,0.1568
Speciation_gene_pairs_same_direction,0.3413
Speciation_gene_pairs_same_direction,0.1259
Speciation_gene_pairs_same_direction,0.1976
Speciation_gene_pairs_same_direction,0.3554
