Type,ks
Speciation_gene_pairs_same_direction,0.7549
Speciation_gene_pairs_same_direction,0.6528
Speciation_gene_pairs_same_direction,0.6329
Speciation_gene_pairs_same_direction,0.7623
Speciation_gene_pairs_same_direction,0.8747
Speciation_gene_pairs_same_direction,0.8196
Speciation_gene_pairs_same_direction,0.9149
Speciation_gene_pairs_same_direction,1.2817
Speciation_gene_pairs_same_direction,0.6637
Speciation_gene_pairs_same_direction,0.7063
Speciation_gene_pairs_same_direction,0.7157
Speciation_gene_pairs_same_direction,0.6139
Speciation_gene_pairs_same_direction,0.4852
Speciation_gene_pairs_same_direction,0.675
Speciation_gene_pairs_same_direction,0.5816
Speciation_gene_pairs_same_direction,0.5849
Speciation_gene_pairs_same_direction,0.8001
Speciation_gene_pairs_same_direction,0.6866
Speciation_gene_pairs_same_direction,0.6315
Speciation_gene_pairs_same_direction,0.9919
Speciation_gene_pairs_same_direction,0.6025
Speciation_gene_pairs_same_direction,0.9495
Speciation_gene_pairs_same_direction,0.3219
Speciation_gene_pairs_same_direction,0.6884
Speciation_gene_pairs_same_direction,0.7245
Speciation_gene_pairs_same_direction,1.1562
Speciation_gene_pairs_same_direction,0.7777
Speciation_gene_pairs_same_direction,0.828
