Type,ks
Speciation_gene_pairs_same_direction,0.7502
Speciation_gene_pairs_same_direction,0.8328
Speciation_gene_pairs_same_direction,0.8279
Speciation_gene_pairs_same_direction,0.9647
Speciation_gene_pairs_same_direction,0.5112
Speciation_gene_pairs_same_direction,0.9222
Speciation_gene_pairs_same_direction,0.734
Speciation_gene_pairs_same_direction,0.7582
Speciation_gene_pairs_same_direction,0.8033
Speciation_gene_pairs_same_direction,1.4497
Speciation_gene_pairs_same_direction,0.7858
Speciation_gene_pairs_same_direction,0.5854
Speciation_gene_pairs_same_direction,0.4916
Speciation_gene_pairs_same_direction,0.7223
Speciation_gene_pairs_same_direction,1.214
Speciation_gene_pairs_same_direction,0.8479
Speciation_gene_pairs_same_direction,0.5692
Speciation_gene_pairs_same_direction,0.7992
Speciation_gene_pairs_same_direction,0.7832
Speciation_gene_pairs_same_direction,0.5834
Speciation_gene_pairs_same_direction,0.6363
Speciation_gene_pairs_same_direction,0.6809
Speciation_gene_pairs_same_direction,0.7471
Speciation_gene_pairs_same_direction,0.7091
Speciation_gene_pairs_same_direction,1.009
Speciation_gene_pairs_same_direction,0.7985
Speciation_gene_pairs_same_direction,0.626
Speciation_gene_pairs_same_direction,0.3302
