Type,ka
Speciation_gene_pairs_same_direction,0.0816
Speciation_gene_pairs_same_direction,0.0981
Speciation_gene_pairs_same_direction,0.1232
Speciation_gene_pairs_same_direction,0.1401
Speciation_gene_pairs_same_direction,0.1479
Speciation_gene_pairs_same_direction,0.1537
Speciation_gene_pairs_same_direction,0.1701
Speciation_gene_pairs_same_direction,0.1954
Speciation_gene_pairs_same_direction,0.2202
Speciation_gene_pairs_same_direction,0.0892
Speciation_gene_pairs_same_direction,0.0801
Speciation_gene_pairs_same_direction,0.2241
Speciation_gene_pairs_same_direction,0.0326
Speciation_gene_pairs_same_direction,0.1028
Speciation_gene_pairs_same_direction,0.1078
Speciation_gene_pairs_same_direction,0.1085
Speciation_gene_pairs_same_direction,0.2178
Speciation_gene_pairs_same_direction,0.1202
Speciation_gene_pairs_same_direction,0.1566
Speciation_gene_pairs_same_direction,0.2805
Speciation_gene_pairs_same_direction,0.2533
Speciation_gene_pairs_same_direction,0.1741
Speciation_gene_pairs_same_direction,0.1353
Speciation_gene_pairs_same_direction,0.0798
Speciation_gene_pairs_same_direction,0.1123
Speciation_gene_pairs_same_direction,0.1276
Speciation_gene_pairs_same_direction,0.1525
Speciation_gene_pairs_same_direction,0.1481
