Type,ks
Speciation_gene_pairs_same_direction,1.824
Speciation_gene_pairs_same_direction,2.5341
Speciation_gene_pairs_same_direction,0.7047
Speciation_gene_pairs_same_direction,0.8367
Speciation_gene_pairs_same_direction,0.7621
Speciation_gene_pairs_same_direction,1.3302
Speciation_gene_pairs_same_direction,1.5602
Speciation_gene_pairs_same_direction,0.7506
Speciation_gene_pairs_same_direction,0.5331
Speciation_gene_pairs_same_direction,0.6454
Speciation_gene_pairs_same_direction,0.9817
Speciation_gene_pairs_same_direction,0.682
Speciation_gene_pairs_same_direction,1.8603
Speciation_gene_pairs_same_direction,0.7866
Speciation_gene_pairs_same_direction,2.4365
Speciation_gene_pairs_same_direction,0.7213
Speciation_gene_pairs_same_direction,1.7365
Speciation_gene_pairs_same_direction,0.5893
Speciation_gene_pairs_same_direction,0.5361
Speciation_gene_pairs_same_direction,1.0771
Speciation_gene_pairs_same_direction,0.8101
Speciation_gene_pairs_same_direction,1.0889
Speciation_gene_pairs_same_direction,1.3829
Speciation_gene_pairs_same_direction,2.2574
Speciation_gene_pairs_same_direction,0.623
Speciation_gene_pairs_same_direction,0.7461
Speciation_gene_pairs_same_direction,0.6634
Speciation_gene_pairs_same_direction,0.7699
