Type,ks
Speciation_gene_pairs_same_direction,0.7157
Speciation_gene_pairs_same_direction,1.4563
Speciation_gene_pairs_same_direction,0.6896
Speciation_gene_pairs_same_direction,0.5911
Speciation_gene_pairs_same_direction,1.1996
Speciation_gene_pairs_same_direction,1.872
Speciation_gene_pairs_same_direction,0.6646
Speciation_gene_pairs_same_direction,0.8462
Speciation_gene_pairs_same_direction,0.5042
Speciation_gene_pairs_same_direction,0.6172
Speciation_gene_pairs_same_direction,0.2933
Speciation_gene_pairs_same_direction,0.8249
Speciation_gene_pairs_same_direction,0.6343
Speciation_gene_pairs_same_direction,1.0237
Speciation_gene_pairs_same_direction,0.6876
Speciation_gene_pairs_same_direction,0.7998
Speciation_gene_pairs_same_direction,0.6384
Speciation_gene_pairs_same_direction,0.709
Speciation_gene_pairs_same_direction,0.8053
Speciation_gene_pairs_same_direction,0.8848
Speciation_gene_pairs_same_direction,0.6847
Speciation_gene_pairs_same_direction,0.8876
Speciation_gene_pairs_same_direction,0.5498
Speciation_gene_pairs_same_direction,0.8494
Speciation_gene_pairs_same_direction,0.9183
Speciation_gene_pairs_same_direction,0.9037
Speciation_gene_pairs_same_direction,0.6527
Speciation_gene_pairs_same_direction,0.5623
