Type,omega
Speciation_gene_pairs_same_direction,0.1433
Speciation_gene_pairs_same_direction,0.136
Speciation_gene_pairs_same_direction,0.2896
Speciation_gene_pairs_same_direction,0.2316
Speciation_gene_pairs_same_direction,0.1894
Speciation_gene_pairs_same_direction,0.1554
Speciation_gene_pairs_same_direction,0.1207
Speciation_gene_pairs_same_direction,0.1527
Speciation_gene_pairs_same_direction,0.2675
Speciation_gene_pairs_same_direction,0.1546
Speciation_gene_pairs_same_direction,0.1362
Speciation_gene_pairs_same_direction,0.2907
Speciation_gene_pairs_same_direction,0.3836
Speciation_gene_pairs_same_direction,0.0544
Speciation_gene_pairs_same_direction,0.1602
Speciation_gene_pairs_same_direction,0.4634
Speciation_gene_pairs_same_direction,0.0822
Speciation_gene_pairs_same_direction,0.1346
Speciation_gene_pairs_same_direction,0.1086
Speciation_gene_pairs_same_direction,0.134
Speciation_gene_pairs_same_direction,0.2591
Speciation_gene_pairs_same_direction,0.0394
Speciation_gene_pairs_same_direction,0.1328
Speciation_gene_pairs_same_direction,0.3225
Speciation_gene_pairs_same_direction,0.3583
Speciation_gene_pairs_same_direction,0.1451
Speciation_gene_pairs_same_direction,0.0568
Speciation_gene_pairs_same_direction,0.2524
