Type,omega
Speciation_gene_pairs_same_direction,0.1231
Speciation_gene_pairs_same_direction,0.1767
Speciation_gene_pairs_same_direction,0.1629
Speciation_gene_pairs_same_direction,0.1225
Speciation_gene_pairs_same_direction,0.2676
Speciation_gene_pairs_same_direction,0.2065
Speciation_gene_pairs_same_direction,0.1548
Speciation_gene_pairs_same_direction,0.3659
Speciation_gene_pairs_same_direction,0.2642
Speciation_gene_pairs_same_direction,0.4263
Speciation_gene_pairs_same_direction,0.1673
Speciation_gene_pairs_same_direction,0.1345
Speciation_gene_pairs_same_direction,0.1457
Speciation_gene_pairs_same_direction,0.3625
Speciation_gene_pairs_same_direction,0.2072
Speciation_gene_pairs_same_direction,0.1036
Speciation_gene_pairs_same_direction,0.3009
Speciation_gene_pairs_same_direction,0.1491
Speciation_gene_pairs_same_direction,0.3526
Speciation_gene_pairs_same_direction,0.2697
Speciation_gene_pairs_same_direction,-1.0
Speciation_gene_pairs_same_direction,0.1387
Speciation_gene_pairs_same_direction,0.2998
Speciation_gene_pairs_same_direction,0.0956
Speciation_gene_pairs_same_direction,0.0082
Speciation_gene_pairs_same_direction,0.2949
Speciation_gene_pairs_same_direction,0.2139
Speciation_gene_pairs_same_direction,0.2754
