Type,ks
Speciation_gene_pairs_same_direction,0.545
Speciation_gene_pairs_same_direction,1.0661
Speciation_gene_pairs_same_direction,0.7674
Speciation_gene_pairs_same_direction,1.0016
Speciation_gene_pairs_same_direction,1.8032
Speciation_gene_pairs_same_direction,0.9949
Speciation_gene_pairs_same_direction,0.8952
Speciation_gene_pairs_same_direction,1.0798
Speciation_gene_pairs_same_direction,0.8568
Speciation_gene_pairs_same_direction,0.869
Speciation_gene_pairs_same_direction,0.8434
Speciation_gene_pairs_same_direction,0.8941
Speciation_gene_pairs_same_direction,0.6164
Speciation_gene_pairs_same_direction,0.646
Speciation_gene_pairs_same_direction,0.631
Speciation_gene_pairs_same_direction,0.8454
Speciation_gene_pairs_same_direction,0.8045
Speciation_gene_pairs_same_direction,1.3483
Speciation_gene_pairs_same_direction,0.7375
Speciation_gene_pairs_same_direction,0.653
Speciation_gene_pairs_same_direction,1.3019
Speciation_gene_pairs_same_direction,1.328
Speciation_gene_pairs_same_direction,0.687
Speciation_gene_pairs_same_direction,0.8471
Speciation_gene_pairs_same_direction,1.3429
Speciation_gene_pairs_same_direction,0.735
Speciation_gene_pairs_same_direction,0.6526
Speciation_gene_pairs_same_direction,0.5857
