Type,omega
Speciation_gene_pairs_same_direction,0.0365
Speciation_gene_pairs_same_direction,0.171
Speciation_gene_pairs_same_direction,0.0978
Speciation_gene_pairs_same_direction,0.2135
Speciation_gene_pairs_same_direction,0.2146
Speciation_gene_pairs_same_direction,0.2138
Speciation_gene_pairs_same_direction,0.2684
Speciation_gene_pairs_same_direction,0.086
Speciation_gene_pairs_same_direction,0.1852
Speciation_gene_pairs_same_direction,0.1731
Speciation_gene_pairs_same_direction,0.0272
Speciation_gene_pairs_same_direction,0.1734
Speciation_gene_pairs_same_direction,0.0791
Speciation_gene_pairs_same_direction,0.3043
Speciation_gene_pairs_same_direction,0.0479
Speciation_gene_pairs_same_direction,0.3347
Speciation_gene_pairs_same_direction,0.205
Speciation_gene_pairs_same_direction,0.1427
Speciation_gene_pairs_same_direction,0.001
Speciation_gene_pairs_same_direction,0.0685
Speciation_gene_pairs_same_direction,0.0826
Speciation_gene_pairs_same_direction,0.1331
Speciation_gene_pairs_same_direction,0.1962
Speciation_gene_pairs_same_direction,0.0569
Speciation_gene_pairs_same_direction,0.1695
Speciation_gene_pairs_same_direction,0.0662
Speciation_gene_pairs_same_direction,0.0337
Speciation_gene_pairs_same_direction,0.079
