Type,omega
Speciation_gene_pairs_same_direction,0.2811
Speciation_gene_pairs_same_direction,0.1658
Speciation_gene_pairs_same_direction,0.1007
Speciation_gene_pairs_same_direction,0.4262
Speciation_gene_pairs_same_direction,0.3116
Speciation_gene_pairs_same_direction,0.252
Speciation_gene_pairs_same_direction,0.1457
Speciation_gene_pairs_same_direction,0.1582
Speciation_gene_pairs_same_direction,0.087
Speciation_gene_pairs_same_direction,0.1094
Speciation_gene_pairs_same_direction,0.1158
Speciation_gene_pairs_same_direction,0.1358
Speciation_gene_pairs_same_direction,0.0963
Speciation_gene_pairs_same_direction,0.1695
Speciation_gene_pairs_same_direction,0.1208
Speciation_gene_pairs_same_direction,0.1845
Speciation_gene_pairs_same_direction,0.183
Speciation_gene_pairs_same_direction,0.2479
Speciation_gene_pairs_same_direction,0.1041
Speciation_gene_pairs_same_direction,0.4591
Speciation_gene_pairs_same_direction,0.2522
Speciation_gene_pairs_same_direction,0.1607
Speciation_gene_pairs_same_direction,0.143
Speciation_gene_pairs_same_direction,0.1575
Speciation_gene_pairs_same_direction,0.1241
Speciation_gene_pairs_same_direction,0.0911
Speciation_gene_pairs_same_direction,0.215
Speciation_gene_pairs_same_direction,0.2893
