Type,ks
Speciation_gene_pairs_same_direction,1.6025
Speciation_gene_pairs_same_direction,1.0204
Speciation_gene_pairs_same_direction,0.7311
Speciation_gene_pairs_same_direction,2.2654
Speciation_gene_pairs_same_direction,1.3786
Speciation_gene_pairs_same_direction,0.6825
Speciation_gene_pairs_same_direction,2.2647
Speciation_gene_pairs_same_direction,0.4889
Speciation_gene_pairs_same_direction,1.3431
Speciation_gene_pairs_same_direction,0.7227
Speciation_gene_pairs_same_direction,0.6311
Speciation_gene_pairs_same_direction,0.9832
Speciation_gene_pairs_same_direction,1.211
Speciation_gene_pairs_same_direction,1.396
Speciation_gene_pairs_same_direction,0.7306
Speciation_gene_pairs_same_direction,0.5887
Speciation_gene_pairs_same_direction,0.7723
Speciation_gene_pairs_same_direction,0.7269
Speciation_gene_pairs_same_direction,0.888
Speciation_gene_pairs_same_direction,0.7054
Speciation_gene_pairs_same_direction,0.53
Speciation_gene_pairs_same_direction,0.5964
Speciation_gene_pairs_same_direction,1.4821
Speciation_gene_pairs_same_direction,0.7221
Speciation_gene_pairs_same_direction,0.5529
Speciation_gene_pairs_same_direction,2.1921
Speciation_gene_pairs_same_direction,1.0175
Speciation_gene_pairs_same_direction,1.0377
