Type,omega
Speciation_gene_pairs_same_direction,0.1063
Speciation_gene_pairs_same_direction,0.3293
Speciation_gene_pairs_same_direction,0.1582
Speciation_gene_pairs_same_direction,0.5604
Speciation_gene_pairs_same_direction,0.2215
Speciation_gene_pairs_same_direction,0.1914
Speciation_gene_pairs_same_direction,0.0671
Speciation_gene_pairs_same_direction,0.2089
Speciation_gene_pairs_same_direction,0.3637
Speciation_gene_pairs_same_direction,0.0971
Speciation_gene_pairs_same_direction,0.284
Speciation_gene_pairs_same_direction,0.0109
Speciation_gene_pairs_same_direction,0.2438
Speciation_gene_pairs_same_direction,0.0446
Speciation_gene_pairs_same_direction,0.1486
Speciation_gene_pairs_same_direction,0.0548
Speciation_gene_pairs_same_direction,0.231
Speciation_gene_pairs_same_direction,0.0371
Speciation_gene_pairs_same_direction,0.0383
Speciation_gene_pairs_same_direction,0.0484
Speciation_gene_pairs_same_direction,0.2232
Speciation_gene_pairs_same_direction,0.1688
Speciation_gene_pairs_same_direction,0.0535
Speciation_gene_pairs_same_direction,0.2055
Speciation_gene_pairs_same_direction,0.1884
Speciation_gene_pairs_same_direction,0.0941
Speciation_gene_pairs_same_direction,0.2342
Speciation_gene_pairs_same_direction,0.1657
