Type,ka
Speciation_gene_pairs_same_direction,0.0927
Speciation_gene_pairs_same_direction,0.1795
Speciation_gene_pairs_same_direction,0.2807
Speciation_gene_pairs_same_direction,0.2261
Speciation_gene_pairs_same_direction,0.0795
Speciation_gene_pairs_same_direction,0.2344
Speciation_gene_pairs_same_direction,0.2828
Speciation_gene_pairs_same_direction,0.1473
Speciation_gene_pairs_same_direction,0.1803
Speciation_gene_pairs_same_direction,0.3408
Speciation_gene_pairs_same_direction,0.1092
Speciation_gene_pairs_same_direction,0.1128
Speciation_gene_pairs_same_direction,0.1111
Speciation_gene_pairs_same_direction,0.0529
Speciation_gene_pairs_same_direction,0.1114
Speciation_gene_pairs_same_direction,0.1404
Speciation_gene_pairs_same_direction,0.1646
Speciation_gene_pairs_same_direction,0.0979
Speciation_gene_pairs_same_direction,0.0882
Speciation_gene_pairs_same_direction,0.07
Speciation_gene_pairs_same_direction,0.1004
Speciation_gene_pairs_same_direction,0.0371
Speciation_gene_pairs_same_direction,0.1542
Speciation_gene_pairs_same_direction,0.0908
Speciation_gene_pairs_same_direction,0.2038
Speciation_gene_pairs_same_direction,0.0862
Speciation_gene_pairs_same_direction,0.3091
Speciation_gene_pairs_same_direction,0.1453
