Type,ks
Speciation_gene_pairs_same_direction,0.5958
Speciation_gene_pairs_same_direction,0.9628
Speciation_gene_pairs_same_direction,1.4474
Speciation_gene_pairs_same_direction,0.8587
Speciation_gene_pairs_same_direction,0.6039
Speciation_gene_pairs_same_direction,0.6032
Speciation_gene_pairs_same_direction,1.284
Speciation_gene_pairs_same_direction,0.8022
Speciation_gene_pairs_same_direction,0.8144
Speciation_gene_pairs_same_direction,0.5793
Speciation_gene_pairs_same_direction,0.9183
Speciation_gene_pairs_same_direction,0.7171
Speciation_gene_pairs_same_direction,0.6869
Speciation_gene_pairs_same_direction,0.9946
Speciation_gene_pairs_same_direction,0.7343
Speciation_gene_pairs_same_direction,0.7276
Speciation_gene_pairs_same_direction,0.5744
Speciation_gene_pairs_same_direction,0.5634
Speciation_gene_pairs_same_direction,1.0346
Speciation_gene_pairs_same_direction,0.812
Speciation_gene_pairs_same_direction,0.8719
Speciation_gene_pairs_same_direction,0.5296
Speciation_gene_pairs_same_direction,1.0468
Speciation_gene_pairs_same_direction,1.0066
Speciation_gene_pairs_same_direction,0.8331
Speciation_gene_pairs_same_direction,0.6579
Speciation_gene_pairs_same_direction,0.7352
Speciation_gene_pairs_same_direction,1.0281
