Type,ks
Speciation_gene_pairs_same_direction,0.6783
Speciation_gene_pairs_same_direction,0.5648
Speciation_gene_pairs_same_direction,0.7035
Speciation_gene_pairs_same_direction,0.7032
Speciation_gene_pairs_same_direction,0.586
Speciation_gene_pairs_same_direction,0.7017
Speciation_gene_pairs_same_direction,0.6816
Speciation_gene_pairs_same_direction,0.7029
Speciation_gene_pairs_same_direction,0.9424
Speciation_gene_pairs_same_direction,0.5794
Speciation_gene_pairs_same_direction,0.614
Speciation_gene_pairs_same_direction,0.6868
Speciation_gene_pairs_same_direction,0.6955
Speciation_gene_pairs_same_direction,0.9399
Speciation_gene_pairs_same_direction,0.7266
Speciation_gene_pairs_same_direction,0.6329
Speciation_gene_pairs_same_direction,1.1446
Speciation_gene_pairs_same_direction,0.6412
Speciation_gene_pairs_same_direction,0.681
Speciation_gene_pairs_same_direction,0.8827
Speciation_gene_pairs_same_direction,0.7412
Speciation_gene_pairs_same_direction,0.803
Speciation_gene_pairs_same_direction,0.6908
Speciation_gene_pairs_same_direction,0.5976
Speciation_gene_pairs_same_direction,0.7009
Speciation_gene_pairs_same_direction,1.1573
Speciation_gene_pairs_same_direction,0.8222
Speciation_gene_pairs_same_direction,0.8593
