Type,ks
Speciation_gene_pairs_same_direction,1.7696
Speciation_gene_pairs_same_direction,0.5036
Speciation_gene_pairs_same_direction,0.7682
Speciation_gene_pairs_same_direction,1.4779
Speciation_gene_pairs_same_direction,1.3997
Speciation_gene_pairs_same_direction,2.9148
Speciation_gene_pairs_same_direction,0.6193
Speciation_gene_pairs_same_direction,1.9173
Speciation_gene_pairs_same_direction,0.9354
Speciation_gene_pairs_same_direction,0.7244
Speciation_gene_pairs_same_direction,0.7241
Speciation_gene_pairs_same_direction,0.6137
Speciation_gene_pairs_same_direction,2.8183
Speciation_gene_pairs_same_direction,1.6543
Speciation_gene_pairs_same_direction,1.3998
Speciation_gene_pairs_same_direction,1.093
Speciation_gene_pairs_same_direction,0.4642
Speciation_gene_pairs_same_direction,2.9303
Speciation_gene_pairs_same_direction,0.8691
Speciation_gene_pairs_same_direction,2.1244
Speciation_gene_pairs_same_direction,0.68
Speciation_gene_pairs_same_direction,0.7292
Speciation_gene_pairs_same_direction,0.905
Speciation_gene_pairs_same_direction,0.5902
Speciation_gene_pairs_same_direction,1.4503
Speciation_gene_pairs_same_direction,0.6492
Speciation_gene_pairs_same_direction,0.686
Speciation_gene_pairs_same_direction,1.2788
