Index3,Corr_Value3,Index4,Corr_Value4,Index5,Corr_Value5
1,0.6210910400720503,1.0,0.49010615507524885,1.0,0.3889668330270718
2,0.9703831678273317,2.0,0.3654138764623312,2.0,0.9959802612310446
3,0.9819291838745902,3.0,0.791035006305771,3.0,0.7113967030517098
4,0.9132812478140646,4.0,0.4901325468054362,4.0,0.5618896790537701
5,0.6364372215036663,5.0,0.5353118571220845,5.0,0.4794310714189782
6,0.9886564022013359,6.0,0.5665477113445585,6.0,0.46681150792371734
7,0.938796755175454,7.0,0.8456531892492264,7.0,0.6823627209408022
8,0.6178861959820762,8.0,0.3943718033126144,8.0,0.552104249677076
9,0.5655694931395253,9.0,0.4051821089763046,9.0,0.3705531655536136
10,0.9674374121161398,10.0,0.9988758175535738,10.0,0.4516460320895793
11,0.7600455707723989,11.0,0.36904480301431436,11.0,0.5711211374564973
12,0.9978826475824543,12.0,0.40684755119664434,12.0,0.6290958693570783
13,0.587644347501476,13.0,0.6494423504827298,13.0,0.4908338183583871
14,0.8354667664868166,14.0,0.3908058097592065,14.0,0.5690322135734722
15,0.7466958439407814,15.0,0.4592892788970224,15.0,0.46570511913769164
16,0.4509241022613251,16.0,0.5856368132077291,16.0,0.4404328776622785
17,0.9999260616977483,17.0,0.39367349037715066,17.0,0.5293013629795882
18,0.8983248765693168,18.0,0.7970567319892179,18.0,0.8096364605786507
19,0.5730496827693451,19.0,0.6572095938368234,19.0,0.38766269294946765
20,0.6199591265978824,20.0,0.5983834917890667,20.0,0.3866552743970176
21,0.6644875201777809,21.0,0.37281020449763635,21.0,0.9731775203267328
22,0.9983014911888165,22.0,0.7464900942444399,22.0,0.40495207112056814
23,0.9505600051690631,23.0,0.5253191178844635,23.0,0.7221556787294919
24,0.6554887931265607,24.0,0.6717950661000898,24.0,0.4610087374727859
25,0.5632744298101077,25.0,0.37305596190946494,25.0,0.48851075236861174
26,0.9834208145868385,26.0,0.9033039427167534,26.0,0.998469869535559
27,0.989660572152892,27.0,0.970322579474633,27.0,0.554320479369309
28,0.4605141860945857,28.0,0.4067045415404546,28.0,0.3923248730872446
29,0.997662615401514,29.0,0.7530108396697627,29.0,0.425189942652932
30,0.5419768814731059,30.0,0.8484308009869711,30.0,0.9994740855842641
31,0.8221690898110257,31.0,0.42461033420021477,31.0,0.36169072297017985
32,0.5013367996932176,32.0,0.40016090655412057,32.0,0.8632460543332715
33,0.49863076868635736,33.0,0.4526487460208012,33.0,0.3828221524008672
34,0.8235702491308176,34.0,0.4149155136247615,34.0,0.9913017108835168
35,0.9998927753310609,35.0,0.8118947403748995,35.0,0.9981441990352596
36,0.6380474832320736,36.0,0.4503016137564874,36.0,0.5779666095313482
37,0.45718588124513837,37.0,0.4993316673667989,37.0,0.5028823161200169
38,0.8649066299459509,38.0,0.3986761699885087,38.0,0.6346501187393848
39,0.40902417662106993,39.0,0.6763575957886321,39.0,0.49011223378985885
40,0.9802589175324217,40.0,0.6437369209188242,40.0,0.6585279502805237
41,0.6069845020835613,41.0,0.7285366655995976,41.0,0.4645542054753248
42,0.5295781114069947,42.0,0.9957702104702342,42.0,0.4946809293031552
43,0.8596957153320887,43.0,0.6021732936821389,43.0,0.36566263128221066
44,0.6574528350198078,44.0,0.4343510928621496,44.0,0.5262026146886473
45,0.9993039619883516,45.0,0.5172336742960347,45.0,0.7624284568334908
46,0.6549066536128949,46.0,0.6023970776029616,46.0,0.992933413517146
47,0.9818456282895083,47.0,0.8092700705391158,47.0,0.5427596927929255
48,0.9703078319471862,48.0,0.9098877776962061,48.0,0.9597885422157739
49,0.6891293580923697,49.0,0.5219075672812427,49.0,0.9956834638721733
50,0.9171256326178083,50.0,0.4441172796177422,50.0,0.9581629749863146
51,0.369655432539533,51.0,0.9059071142970132,51.0,0.7922370992548665
52,0.8094905337085042,52.0,0.5045121957066796,52.0,0.790221752217349
53,0.7575540722874308,53.0,0.48120601288296205,53.0,0.9997326535328986
54,0.5514861924550294,54.0,0.4398242885532426,54.0,0.40603270933937124
55,0.517217926759006,55.0,0.6697471210076319,55.0,0.9507656940193103
56,0.8170560333078738,56.0,0.5829700887413016,56.0,0.40922428976442826
57,0.950980699627015,57.0,0.5558903978422309,57.0,0.4297203399248036
58,0.8962806490664209,58.0,0.920464953636282,58.0,0.7082047052219009
59,0.8027327256158948,59.0,0.8247208009509109,59.0,0.4664895250480739
60,0.9996536606240147,60.0,0.6090902553426063,60.0,0.8661697975913543
61,0.7393666884727728,61.0,0.4246706152762985,61.0,0.65793941987181
62,0.40879161300583766,62.0,0.48582915982503827,62.0,0.617060015717099
63,0.38560916476393636,63.0,0.5802078434072494,63.0,0.7278205721084315
64,0.9767401251802394,64.0,0.8759867778279753,64.0,0.8468540848176302
65,0.6933723670942743,65.0,0.8404084191703405,65.0,0.5869754241249014
66,0.9799452801637375,66.0,0.4747202968167486,66.0,0.8012565451483197
67,0.9857051406066933,67.0,0.4560938766553373,67.0,0.9897524731190013
68,0.9286818988199289,68.0,0.4881799114956323,68.0,0.6062766702497655
69,0.7957916377531327,69.0,0.5610495191905844,69.0,0.9953054240932314
70,0.6583794133569829,70.0,0.5059465716529977,70.0,0.4048737945587642
71,0.4525573066812224,71.0,0.45968004745869223,71.0,0.6006884473852445
72,0.9658282186059617,72.0,0.7613333353288206,72.0,0.9026651151513619
73,0.9802632108949433,73.0,0.6464812199331963,73.0,0.5418708505859632
74,0.7610958908142225,74.0,0.8205719835996731,74.0,0.9995433106655102
75,0.7763035392841793,75.0,0.46329857990784223,75.0,0.41298654084205877
76,0.7476368691194974,76.0,0.5555739603848902,76.0,0.6589186524321569
77,0.4784521714661892,77.0,0.38945326973252886,77.0,0.6701952834943797
78,0.8586945294414089,78.0,0.7148161575607518,78.0,0.5063244765137229
79,0.8196395321206758,79.0,0.8053041167330214,79.0,0.63264165071084
80,0.39608128834588124,80.0,0.7707230842694588,80.0,0.9991708625629862
81,0.866716445544454,81.0,0.5339253958942182,81.0,0.6811175702706864
82,0.5071156023095696,82.0,0.522668579152271,82.0,0.4100890693867876
83,0.752396215975641,83.0,0.7786142979315155,83.0,0.9477442266260078
84,0.8393880750671827,84.0,0.5539152910765172,84.0,0.9860467426190682
85,0.5584547510673993,85.0,0.7603095448620717,85.0,0.6715370037050674
86,0.8373399062131063,86.0,0.4423632561721916,86.0,0.3994514345984071
87,0.803418694728014,87.0,0.9031955190562204,87.0,0.6253049323308518
88,0.4565631119465794,88.0,0.77429812599369,88.0,0.7574202419157885
89,0.868097184719018,89.0,0.4256090476508948,89.0,0.5790861079024374
90,0.7558740092369224,90.0,0.9271361081665122,90.0,0.3803653082963412
91,0.8437613953538552,91.0,0.7754439506824339,91.0,0.4634988729513751
92,0.7475998199855834,92.0,0.8213741437486678,92.0,0.5326793134963481
93,0.4739986357974379,93.0,0.5597046508819662,93.0,0.5353157301755052
94,0.7228553166302518,94.0,0.44196032205342284,94.0,0.6498906601717629
95,0.9964739648977671,95.0,0.4102560646445187,95.0,0.5150682785890413
96,0.9988033320596013,96.0,0.37963474068438713,96.0,0.810396023324227
97,0.8908682037114922,97.0,0.8345395858321785,97.0,0.37629296347495234
98,0.9999034646278894,98.0,0.45265571179452563,98.0,0.5715269170144021
99,0.7013715282989795,99.0,0.957025712281946,99.0,0.7260510317869497
100,0.6028666783681638,100.0,0.6319331776949596,100.0,0.9691628326721053
101,0.8509076668332075,101.0,0.4771032168860086,101.0,0.502376296152057
102,0.47144904282415684,102.0,0.5996042512929344,102.0,0.6677084065284048
103,0.5879515619035363,103.0,0.6272760141784272,103.0,0.9517915801896609
104,0.8028144285432355,104.0,0.7517505002422801,104.0,0.39901325401770127
105,0.6180001814349765,105.0,0.41229552703670735,105.0,0.5013816247865909
106,0.8208139237340535,106.0,0.40606567391311477,106.0,0.4559961699569784
107,0.7061426493224676,107.0,0.8581274928764371,107.0,0.4813177461444143
108,0.5296397919470631,108.0,0.6075040704102203,108.0,0.7978448613913909
109,0.6891954181515605,109.0,0.5946495776661438,109.0,0.7794661783459039
110,0.5849794938676467,110.0,0.6038577469086943,110.0,0.4508931181882266
111,0.8298233814886734,111.0,0.5522835047415148,111.0,0.7864952988462186
112,0.5892348717896786,112.0,0.559151657125043,112.0,0.6309769324341584
113,0.5371495012998126,113.0,0.7713355796307193,113.0,0.6483556280890477
114,0.8234485272793549,114.0,0.9781767646865682,114.0,0.9934886678292224
115,0.5862650416791653,115.0,0.9155683172846644,115.0,0.9941170378844864
116,0.9968726554415499,116.0,0.5786523648064621,116.0,0.4859179810997757
117,0.8645352639995566,117.0,0.5424377247709814,117.0,0.6564003424493564
118,0.7826668282451695,118.0,0.8281603094790945,118.0,0.9587358990772851
119,0.9960939502375691,119.0,0.38051242898687215,119.0,0.9488693946851977
120,0.9807559781261421,120.0,0.6485888736905266,120.0,0.6358628763118634
121,0.6760418095118526,121.0,0.709445564949903,121.0,0.7557515217849509
122,0.3825335794902272,122.0,0.9237962055700305,122.0,0.5439260840214846
123,0.7938604953620878,123.0,0.4794783810619547,123.0,0.7891829613874383
124,0.8795334805958858,124.0,0.8275780764540356,124.0,0.3796838013888421
125,0.8416004940328033,125.0,0.3635553752992552,125.0,0.7579013402869046
126,0.435669793393339,126.0,0.9785373799382253,126.0,0.37205975728362817
127,0.5677804295763108,127.0,0.3702249211481919,127.0,0.6173931892299093
128,0.9665808495028662,128.0,0.605649700315084,128.0,0.5688372183064256
129,0.7356665070921204,129.0,0.8792178065708979,129.0,0.5709080309453058
130,0.7852199659428996,130.0,0.8474197313820634,130.0,0.6149355139637416
131,0.8942412750643285,131.0,0.49482673506658714,131.0,0.47192422479977714
