Index1,Corr_Value1,Index2,Corr_Value2
1,0.8780140204609793,1.0,0.6258545067870137
2,0.7528215074631195,2.0,0.6081969964836965
3,0.9115315622121496,3.0,0.6927588956507051
4,0.5965522691863939,4.0,0.7638956756176379
5,0.8570473031787235,5.0,0.8768868819860693
6,0.6245439533074791,6.0,0.6919117842407213
7,0.7386889251661098,7.0,0.7128985353686118
8,0.7998441692806691,8.0,0.8496128090440069
9,0.8109841744484709,9.0,0.8874372810138327
10,0.7389544179801711,10.0,0.7337974469743277
11,0.8899741222821129,11.0,0.5369372583163565
12,0.6980647769958007,12.0,0.5577174866989495
13,0.8129902011837719,13.0,0.6152677600350903
14,0.7017736442936272,14.0,0.710359373176565
15,0.6739107220587781,15.0,0.6697537205002424
16,0.8846238299423951,16.0,0.5247325052974127
17,0.7746708534478657,17.0,0.816315382109221
18,0.8246341031857515,18.0,0.8608240401169386
19,0.6734949907087896,19.0,0.4063846331779035
20,0.8018768517841873,20.0,0.6902880015684795
21,0.7812209831571397,21.0,0.8440438650553316
22,0.73711162140673,22.0,0.7310872200088064
23,0.6405149604780834,23.0,0.6277686857284697
24,0.742446245340702,24.0,0.6736988775224889
25,0.8133853585995731,25.0,0.6097379085457024
26,0.8741252369611039,26.0,0.6156775683913979
27,0.8583515518236399,27.0,0.7417324706961811
28,0.7384314617278632,28.0,0.4190808461172452
29,0.8958188379196922,29.0,0.8444844272566763
30,0.8515866136544429,30.0,0.8595671984707903
31,0.7626451407250001,31.0,0.5470228889361541
32,0.8156254519758184,32.0,0.7625431243346433
33,0.7832494604735962,33.0,0.4833247408575866
34,0.6917234039915565,34.0,0.5042195757682788
35,0.7850527221900961,35.0,0.6533156879391177
36,0.6936474489525521,36.0,0.6671767313753681
37,0.5951080277422997,37.0,0.5099386561759828
38,0.6510335780224061,38.0,0.6060349631127256
39,0.49934301372027945,39.0,0.831077251683775
40,0.722518248079618,40.0,0.6216340373837818
41,0.5933566212771629,41.0,0.7599380743322318
42,0.6624134889067997,42.0,0.5311867675046005
43,0.847264142998077,43.0,0.679331158954417
44,0.6941218821841604,44.0,0.5955612708578361
45,0.6636887825512892,45.0,0.5637841100671751
46,0.7283210202467156,46.0,0.713320760477496
47,0.7321707058503689,47.0,0.5360841645634017
48,0.8198716063818707,48.0,0.5251439607597167
49,0.7293123274811351,49.0,0.7513159634303171
50,0.8004830396052353,50.0,0.5131449245619375
51,0.6877331672013504,51.0,0.86013020536447
52,0.6503132214764147,52.0,0.6142487523226268
53,0.5445408110081333,53.0,0.6996799195704237
54,0.6722497244967114,54.0,0.7057620684736788
55,0.7863962563136918,55.0,0.5328726673597841
56,0.6408597606369332,56.0,0.808770940587391
57,0.7176458631040699,57.0,0.6398467901216538
58,0.6955349996013399,58.0,0.6131624260669764
59,0.8956509177580194,59.0,0.7001963688817995
60,0.6953374181000236,60.0,0.7432691633703722
61,0.5785476592639697,61.0,0.7683848399905807
62,0.647498229122415,62.0,0.5858701921645258
63,0.7747676929932663,63.0,0.7426957470687277
64,0.7511706027829427,64.0,0.7383096840441506
65,0.831697892924177,65.0,0.6897578829768657
66,0.47782899608378476,66.0,0.8515834664338039
67,0.6399523819087488,67.0,0.7067359965951067
68,0.7125486083199153,68.0,0.8466387518502647
69,0.7983293704421255,69.0,0.7908229139760777
70,0.6791680661019807,70.0,0.8418610217204536
71,0.8207471411603106,71.0,0.5776223794548156
72,0.8199358888164227,72.0,0.7022503761961568
73,0.8380733257726989,73.0,0.6649620380441731
74,0.7727141784006492,74.0,0.6850495778235923
75,0.7854865715138005,75.0,0.6209129332115892
76,0.6338434448768216,76.0,0.8599969266881314
77,0.7782294319073015,77.0,0.7682679829392942
78,0.785747613934595,78.0,0.7667272815764047
79,0.5023740156987216,79.0,0.44491757494156514
80,0.8321304003919664,80.0,0.5202385895565206
81,0.8934941358551788,81.0,0.7466251390331997
82,0.42437534138428934,82.0,0.8037793799765297
83,0.7166759475225255,83.0,0.6806482812526231
84,0.6033351534830533,84.0,0.7144787594329736
85,0.9006746459574297,85.0,0.6511339658555603
86,0.7839469242769864,86.0,0.7087602905560884
87,0.738680879529727,87.0,0.8664496635165838
88,0.6799946358808885,88.0,0.6582905902102862
89,0.7933451469978235,89.0,0.694461922513391
90,0.39826420645035326,90.0,0.5851502890360147
91,0.6049070096544171,91.0,0.4867263918105165
92,0.8904793750229084,92.0,0.6085719641397419
93,0.7565396748754302,93.0,0.4908777089139567
94,0.7380677048902664,94.0,0.48719143294666994
95,0.5580868829221719,95.0,0.7261778416823269
96,0.8978126455783928,96.0,0.7372703193677422
97,0.7707076880670051,97.0,0.8713499879029956
98,0.7901829330442355,98.0,0.5856611020199882
99,0.6285951974609154,99.0,0.5768968107054432
100,0.8232788814860175,100.0,0.7566061806877029
101,0.6118008558366188,101.0,0.8400809000577065
102,0.8047647745817551,102.0,0.5517162512657608
103,0.7669325294401994,103.0,0.48180164541015885
104,0.6268982307031039,104.0,0.878896887797472
105,0.7242873500960543,105.0,0.5132349665454433
106,0.6565011328906328,106.0,0.639405257959453
107,0.7427338453481044,107.0,0.7740853132744463
108,0.6854821041848287,108.0,0.765114208839915
109,0.6319108109624265,109.0,0.8891129951251987
110,0.7023659750999947,110.0,0.7998092846462249
111,0.642628902062672,111.0,0.6207365772353084
112,0.597676024513416,112.0,0.7424374435260962
113,0.6315142846111321,113.0,0.5226062280846214
114,0.8086589245770557,114.0,0.8952301169031939
115,0.8734534368177902,115.0,0.5251841823468243
116,0.792991202220188,116.0,0.9203024977062366
117,0.9089717426823057,117.0,0.8135159726616958
118,0.8043122429373042,118.0,0.8221196521374605
119,0.7360379709972918,119.0,0.6735783004458242
