Index1,Corr_Value1,Index2,Corr_Value2
1,0.8184649610678532,1.0,0.5919911012235817
2,0.8091212458286985,2.0,0.6978865406006673
3,0.6302558398220245,3.0,0.3637779530798329
4,0.6387096774193549,4.0,0.8224694104560623
5,0.8291434927697442,5.0,0.7161290322580645
6,0.6280311457174638,6.0,0.7228031145717464
7,0.7695216907675194,7.0,0.5694259152990697
8,0.42869855394883205,8.0,0.8042269187986651
9,0.6422691879866518,9.0,0.5870967741935484
10,0.4901001112347052,10.0,0.453615127919911
11,0.5870967741935484,11.0,0.6529477196885429
12,0.8771968854282535,12.0,0.5942157953281423
13,0.8358175750834261,13.0,0.703670745272525
14,0.7147942157953281,14.0,0.8395638837137124
15,0.6814238042269187,15.0,0.546607341490545
16,0.7793103448275861,16.0,0.585761957730812
17,0.7730812013348164,17.0,0.638113253475817
18,0.625361512791991,18.0,0.5977753058954393
19,0.6489432703003337,19.0,0.596440489432703
20,0.5430478309232479,20.0,0.6961842294720472
21,0.5256952169076751,21.0,0.6088987764182424
22,0.8077864293659621,22.0,0.5141840058516782
23,0.5808676307007786,23.0,0.6858731924360401
24,0.7850945494994438,24.0,0.7997775305895439
25,0.8629588431590656,25.0,0.5572858731924359
26,0.593325917686318,26.0,0.6854282536151279
27,0.7196885428253615,27.0,0.6137931034482759
28,0.7125695216907675,28.0,0.7423804226918799
29,0.7263626251390434,29.0,0.7112347052280311
30,0.643159065628476,30.0,0.6858731924360401
31,0.725027808676307,31.0,0.785539488320356
32,0.7601779755283649,32.0,0.5136818687430478
33,0.517686318131257,33.0,0.6845383759733037
34,0.6493882091212457,34.0,0.7913236929922135
35,0.7761957730812012,35.0,0.5755283648498332
36,0.7810901001112347,36.0,0.5007786429365962
37,0.5590656284760844,37.0,0.4576195773081201
38,0.6129032258064516,38.0,0.6280311457174638
39,0.6952169076751946,39.0,0.596440489432703
40,0.7695216907675194,40.0,0.75706340378198
41,0.6707452725250278,41.0,0.8771695811289302
42,0.6493882091212457,42.0,0.5946607341490544
43,0.8260289210233593,43.0,0.573812440974244
44,0.7988876529477197,44.0,0.6888419221621791
45,0.7699666295884315,45.0,0.6787541713014461
46,0.6760845383759733,46.0,0.7210233592880979
47,0.6832035595105673,47.0,0.6747497219132369
48,0.6378197997775306,48.0,0.8362625139043381
49,0.6545778213827942,49.0,0.649833147942158
50,0.6445655841420648,50.0,0.5234705228031146
51,0.48654060066740823,51.0,0.47541713014460507
52,0.5568409343715239,52.0,0.9021134593993325
53,0.6053392658509456,53.0,0.7822894697423195
54,0.7543937708565073,54.0,0.5243604004449388
55,0.6751946607341489,55.0,0.450055617352614
56,0.6809788654060066,56.0,0.7432703003337041
57,0.7187986651835372,57.0,0.6885428253615128
58,0.6800889877641824,58.0,0.6832035595105673
59,0.8238042269187986,59.0,0.7027808676307008
60,0.6008898776418242,60.0,0.7320057893777677
61,0.6720800889877642,61.0,0.5190211345939933
62,0.8558398220244716,62.0,0.5167964404894326
63,0.8104560622914349,63.0,0.6507230255839822
64,0.4505005561735262,64.0,0.6556173526140155
65,0.6293659621802001,65.0,0.5190211345939933
66,0.6743047830923248,66.0,0.6053392658509456
67,0.7490545050055617,67.0,0.7187986651835372
68,0.6369299221357063,68.0,0.5799777530589544
69,0.8113459399332592,69.0,0.8402669632925472
70,0.6711902113459399,70.0,0.6476084538375974
71,0.6129032258064516,71.0,0.6533926585094549
72,0.825139043381535,72.0,0.5308710679195604
73,0.6711902113459399,73.0,0.48698553948832035
74,0.6964067236329522,74.0,0.38242491657397104
75,0.7802002224694105,75.0,0.6048943270300334
76,0.7384581200440156,76.0,0.6806096382086904
77,0.5132369299221357,77.0,0.5314794215795328
78,0.8669632925472748,78.0,0.40956618464961064
79,0.4767519466073415,79.0,0.5363737486095662
80,0.6040044493882092,80.0,0.5973303670745272
81,0.5519466073414906,81.0,0.6231368186874304
82,0.7352614015572858,82.0,0.7257759528724249
83,0.7388209121245829,83.0,0.6867630700778643
84,0.52880978865406,84.0,0.7335632485041034
85,0.6062291434927697,85.0,0.5381535038932147
86,0.6062291434927697,86.0,0.6978865406006673
87,0.7499443826473859,87.0,0.6222469410456063
88,0.5902113459399333,88.0,0.7481646273637375
89,0.7063403781979978,89.0,0.6137931034482759
90,0.6867630700778643,90.0,0.874972191323693
91,0.535483870967742,91.0,0.6938139913647907
92,0.6921023359288097,92.0,0.5991101223581757
93,0.6703003337041158,93.0,0.6044493882091213
94,0.7494994438264738,94.0,0.7414905450500555
95,0.5474972191323693,95.0,0.6720071372423566
96,0.5203559510567297,96.0,0.6689655172413793
97,0.73615127919911,97.0,0.8407119021134594
98,0.578642936596218,98.0,0.6520578420467186
99,0.7199911046888926,99.0,0.7254727474972191
100,0.6502780867630701,100.0,0.5528364849833148
101,0.44293659621801995,101.0,0.8923248053392657
102,0.6511679644048943,102.0,0.7672969966629588
103,0.657397107897664,103.0,0.7130937857008345
104,0.4958843159065628,104.0,0.6903225806451613
105,0.6418242491657397,105.0,0.5270300333704115
106,0.49899888765294764,106.0,0.7232480533926585
107,0.5248053392658508,107.0,0.5041717686109489
108,0.6026696329254727,108.0,0.5835372636262514
109,0.4540600667408231,109.0,0.7334816462736374
110,0.7535038932146829,110.0,0.7450500556173526
111,0.5684093437152391,111.0,0.5261401557285873
112,0.6912124582869855,112.0,0.800222469410456
113,0.728587319243604,113.0,0.7050055617352614
114,0.7815350389321468,114.0,0.592880978865406
115,0.6614015572858732,115.0,0.6115684093437151
116,0.7299221357063403,116.0,0.7058954393770857
117,0.4304783092324805,117.0,0.4264738598442714
118,0.7535038932146829,118.0,0.5882745614330753
119,0.607563959955506,119.0,0.6053392658509456
120,0.7205784204671858,120.0,0.5906562847608453
121,0.742825361512792,121.0,0.6244716351501668
122,0.7303670745272525,122.0,0.5497830715964936
123,0.5692992213570635,123.0,0.5492769744160179
124,0.7597330367074527,124.0,0.7530589543937708
125,0.7210233592880979,125.0,0.8020914500628732
126,0.7748609566184649,126.0,0.7187986651835372
127,0.6974416017797552,127.0,0.746384872080089
128,0.7419354838709676,128.0,0.6689655172413793
129,0.5728587319243604,129.0,0.6088987764182424
130,0.7379310344827587,130.0,0.6796440489432702
131,0.6987764182424916,131.0,0.5661846496106785
132,0.8282536151279198,132.0,0.40200222469410457
133,0.6124582869855395,133.0,0.6271412680756396
134,0.5581757508342603,134.0,0.764182424916574
135,0.5012235817575084,135.0,0.6924018287366605
136,0.6986316652420032,136.0,0.6444938820912125
137,0.6582869855394883,137.0,0.47185761957730815
138,0.5986651835372636,138.0,0.5733036707452726
139,0.4923248053392658,139.0,0.6720800889877642
140,0.8171301446051168,140.0,0.5126835907968177
141,0.671635150166852,141.0,0.41935483870967744
142,0.6560622914349278,142.0,0.6436040044493881
143,0.714349276974416,143.0,0.7241379310344827
144,0.628921023359288,144.0,0.8580645161290322
145,0.5897664071190212,145.0,0.7290322580645161
146,0.6969966629588431,146.0,0.5626251390433815
147,0.8494827063356588,147.0,0.5439982234129611
148,0.7116796440489432,148.0,0.5758148884223899
149,0.4909899888765294,149.0,0.7205784204671858
150,0.4264738598442714,150.0,0.7401557285873193
151,0.6538375973303671,151.0,0.5385984427141268
152,0.6533926585094549,152.0,0.7010011123470522
153,0.8060066740823137,153.0,0.5942157953281423
154,0.5016685205784205,154.0,0.6026696329254727
155,0.6738598442714127,155.0,0.8874304783092326
156,0.7552836484983315,156.0,0.6382647385984427
157,0.8527252502780869,157.0,0.7248859762288046
158,0.6778642936596218,158.0,0.8166852057842046
159,0.6195773081201335,159.0,0.46634776125708244
160,0.5265850945494994,160.0,0.6843920389440771
161,0.6880978865406007,161.0,0.593325917686318
162,0.8046718576195773,162.0,0.7938591661093845
163,0.8358175750834261,163.0,0.7174638487208009
164,0.8469410456062292,164.0,0.7551451821118977
165,0.6840934371523915,165.0,0.4905450500556173
166,0.5515016685205784,166.0,0.6076315534318186
167,0.5853170189098998,167.0,0.7374860956618465
168,0.6088987764182424,168.0,0.6699299184852459
169,0.6280311457174638,169.0,0.5417130144605116
170,0.47274749721913245,170.0,0.5621802002224694
171,0.6209121245828698,171.0,0.7317018909899888
172,0.6031145717463848,172.0,0.643159065628476
173,0.7864293659621803,173.0,0.7672969966629588
