Type,ka
Speciation_gene_pairs_same_direction,0.1793
Speciation_gene_pairs_same_direction,0.1993
Speciation_gene_pairs_same_direction,0.104
Speciation_gene_pairs_same_direction,0.1096
Speciation_gene_pairs_same_direction,0.1061
Speciation_gene_pairs_same_direction,0.1863
Speciation_gene_pairs_same_direction,0.1225
Speciation_gene_pairs_same_direction,0.0063
Speciation_gene_pairs_same_direction,0.114
Speciation_gene_pairs_same_direction,0.2093
Speciation_gene_pairs_same_direction,0.241
Speciation_gene_pairs_same_direction,0.1388
Speciation_gene_pairs_same_direction,0.1103
Speciation_gene_pairs_same_direction,0.0805
Speciation_gene_pairs_same_direction,0.1598
Speciation_gene_pairs_same_direction,0.2205
Speciation_gene_pairs_same_direction,0.1611
Speciation_gene_pairs_same_direction,0.006
Speciation_gene_pairs_same_direction,0.1091
Speciation_gene_pairs_same_direction,0.549
Speciation_gene_pairs_same_direction,0.1517
Speciation_gene_pairs_same_direction,0.0766
Speciation_gene_pairs_same_direction,0.1096
Speciation_gene_pairs_same_direction,0.4613
Speciation_gene_pairs_same_direction,0.1229
Speciation_gene_pairs_same_direction,0.154
Speciation_gene_pairs_same_direction,0.2738
Speciation_gene_pairs_same_direction,0.1242
