Type,omega
Speciation_gene_pairs_same_direction,0.3501
Speciation_gene_pairs_same_direction,0.1255
Speciation_gene_pairs_same_direction,0.1155
Speciation_gene_pairs_same_direction,0.0234
Speciation_gene_pairs_same_direction,0.1834
Speciation_gene_pairs_same_direction,0.1056
Speciation_gene_pairs_same_direction,0.2275
Speciation_gene_pairs_same_direction,0.397
Speciation_gene_pairs_same_direction,0.2071
Speciation_gene_pairs_same_direction,0.411
Speciation_gene_pairs_same_direction,0.2877
Speciation_gene_pairs_same_direction,0.6227
Speciation_gene_pairs_same_direction,0.3689
Speciation_gene_pairs_same_direction,0.076
Speciation_gene_pairs_same_direction,0.1724
Speciation_gene_pairs_same_direction,0.1798
Speciation_gene_pairs_same_direction,0.1786
Speciation_gene_pairs_same_direction,0.3099
Speciation_gene_pairs_same_direction,0.3542
Speciation_gene_pairs_same_direction,0.1461
Speciation_gene_pairs_same_direction,0.2308
Speciation_gene_pairs_same_direction,0.2219
Speciation_gene_pairs_same_direction,0.1262
Speciation_gene_pairs_same_direction,0.1693
Speciation_gene_pairs_same_direction,0.3176
Speciation_gene_pairs_same_direction,0.2212
Speciation_gene_pairs_same_direction,0.1001
Speciation_gene_pairs_same_direction,0.0645
