Type,ks
Speciation_gene_pairs_same_direction,1.9007
Speciation_gene_pairs_same_direction,0.6178
Speciation_gene_pairs_same_direction,0.6548
Speciation_gene_pairs_same_direction,1.0344
Speciation_gene_pairs_same_direction,1.1479
Speciation_gene_pairs_same_direction,1.5824
Speciation_gene_pairs_same_direction,1.0287
Speciation_gene_pairs_same_direction,0.6743
Speciation_gene_pairs_same_direction,0.7085
Speciation_gene_pairs_same_direction,0.8596
Speciation_gene_pairs_same_direction,0.6633
Speciation_gene_pairs_same_direction,0.5977
Speciation_gene_pairs_same_direction,0.5755
Speciation_gene_pairs_same_direction,0.4471
Speciation_gene_pairs_same_direction,0.7486
Speciation_gene_pairs_same_direction,0.5219
Speciation_gene_pairs_same_direction,0.5774
Speciation_gene_pairs_same_direction,0.6174
Speciation_gene_pairs_same_direction,0.3993
Speciation_gene_pairs_same_direction,0.5788
Speciation_gene_pairs_same_direction,0.722
Speciation_gene_pairs_same_direction,0.7326
Speciation_gene_pairs_same_direction,0.7295
Speciation_gene_pairs_same_direction,0.5709
Speciation_gene_pairs_same_direction,0.6206
Speciation_gene_pairs_same_direction,0.5662
Speciation_gene_pairs_same_direction,0.5336
Speciation_gene_pairs_same_direction,0.2984
