Type,ka
Speciation_gene_pairs_same_direction,0.293
Speciation_gene_pairs_same_direction,0.0985
Speciation_gene_pairs_same_direction,0.1533
Speciation_gene_pairs_same_direction,0.1335
Speciation_gene_pairs_same_direction,0.1606
Speciation_gene_pairs_same_direction,0.1396
Speciation_gene_pairs_same_direction,0.2646
Speciation_gene_pairs_same_direction,0.1329
Speciation_gene_pairs_same_direction,0.0788
Speciation_gene_pairs_same_direction,0.3026
Speciation_gene_pairs_same_direction,0.0382
Speciation_gene_pairs_same_direction,0.1901
Speciation_gene_pairs_same_direction,0.0668
Speciation_gene_pairs_same_direction,0.3521
Speciation_gene_pairs_same_direction,0.0684
Speciation_gene_pairs_same_direction,0.0837
Speciation_gene_pairs_same_direction,0.229
Speciation_gene_pairs_same_direction,0.0677
Speciation_gene_pairs_same_direction,0.0964
Speciation_gene_pairs_same_direction,0.2185
Speciation_gene_pairs_same_direction,0.1998
Speciation_gene_pairs_same_direction,0.4239
Speciation_gene_pairs_same_direction,0.1933
Speciation_gene_pairs_same_direction,0.0557
Speciation_gene_pairs_same_direction,0.1486
Speciation_gene_pairs_same_direction,0.1307
Speciation_gene_pairs_same_direction,0.0617
Speciation_gene_pairs_same_direction,0.2041
