Type,ka
Speciation_gene_pairs_same_direction,0.6646
Speciation_gene_pairs_same_direction,0.1101
Speciation_gene_pairs_same_direction,0.2323
Speciation_gene_pairs_same_direction,0.1741
Speciation_gene_pairs_same_direction,0.3069
Speciation_gene_pairs_same_direction,0.0534
Speciation_gene_pairs_same_direction,0.102
Speciation_gene_pairs_same_direction,0.2029
Speciation_gene_pairs_same_direction,0.183
Speciation_gene_pairs_same_direction,0.204
Speciation_gene_pairs_same_direction,0.3234
Speciation_gene_pairs_same_direction,0.2133
Speciation_gene_pairs_same_direction,0.0955
Speciation_gene_pairs_same_direction,0.0766
Speciation_gene_pairs_same_direction,0.1264
Speciation_gene_pairs_same_direction,0.1654
Speciation_gene_pairs_same_direction,0.1308
Speciation_gene_pairs_same_direction,0.0459
Speciation_gene_pairs_same_direction,0.1046
Speciation_gene_pairs_same_direction,0.0692
Speciation_gene_pairs_same_direction,0.211
Speciation_gene_pairs_same_direction,0.1358
Speciation_gene_pairs_same_direction,0.1328
Speciation_gene_pairs_same_direction,0.1335
Speciation_gene_pairs_same_direction,0.0876
Speciation_gene_pairs_same_direction,0.1709
Speciation_gene_pairs_same_direction,0.3674
Speciation_gene_pairs_same_direction,0.0974
