Type,omega
Speciation_gene_pairs_same_direction,0.219432
Speciation_gene_pairs_same_direction,0.188567
Speciation_gene_pairs_same_direction,0.309665
Speciation_gene_pairs_same_direction,0.195634
Speciation_gene_pairs_same_direction,0.0334333
Speciation_gene_pairs_same_direction,0.306882
Speciation_gene_pairs_same_direction,0.256871
Speciation_gene_pairs_same_direction,0.358745
Speciation_gene_pairs_same_direction,0.212464
Speciation_gene_pairs_same_direction,0.0956613
Speciation_gene_pairs_same_direction,0.0629349
Speciation_gene_pairs_same_direction,0.177087
Speciation_gene_pairs_same_direction,0.153499
Speciation_gene_pairs_same_direction,0.25976
Speciation_gene_pairs_same_direction,0.281056
Speciation_gene_pairs_same_direction,0.153101
Speciation_gene_pairs_same_direction,0.0912859
Speciation_gene_pairs_same_direction,0.0318351
Speciation_gene_pairs_same_direction,0.260732
Speciation_gene_pairs_same_direction,0.117076
Speciation_gene_pairs_same_direction,0.403319
Speciation_gene_pairs_same_direction,0.146985
Speciation_gene_pairs_same_direction,0.116666
Speciation_gene_pairs_same_direction,0.336517
Speciation_gene_pairs_same_direction,0.122684
Speciation_gene_pairs_same_direction,0.104876
Speciation_gene_pairs_same_direction,0.139938
Speciation_gene_pairs_same_direction,0.118472
