Type,omega
Speciation_gene_pairs_same_direction,0.2349
Speciation_gene_pairs_same_direction,0.0622
Speciation_gene_pairs_same_direction,0.118
Speciation_gene_pairs_same_direction,0.351
Speciation_gene_pairs_same_direction,0.047
Speciation_gene_pairs_same_direction,0.1124
Speciation_gene_pairs_same_direction,0.0576
Speciation_gene_pairs_same_direction,0.0704
Speciation_gene_pairs_same_direction,0.0293
Speciation_gene_pairs_same_direction,0.1602
Speciation_gene_pairs_same_direction,0.3246
Speciation_gene_pairs_same_direction,0.247
Speciation_gene_pairs_same_direction,0.3855
Speciation_gene_pairs_same_direction,0.0381
Speciation_gene_pairs_same_direction,0.0544
Speciation_gene_pairs_same_direction,0.1445
Speciation_gene_pairs_same_direction,0.0967
Speciation_gene_pairs_same_direction,0.1864
Speciation_gene_pairs_same_direction,0.181
Speciation_gene_pairs_same_direction,0.2178
Speciation_gene_pairs_same_direction,0.2102
Speciation_gene_pairs_same_direction,0.2009
Speciation_gene_pairs_same_direction,0.1166
Speciation_gene_pairs_same_direction,0.2338
Speciation_gene_pairs_same_direction,0.2446
Speciation_gene_pairs_same_direction,0.047
Speciation_gene_pairs_same_direction,0.1823
Speciation_gene_pairs_same_direction,0.1065
