ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0043531	ADP binding	217/7746	469/34310	0.462686567164179	2.04941597203757	12.3568717074742	4.42687542497779e-30	5.32553113624828e-27	4.89752218068595e-27	gene:Sspon.01G0035070-1B/gene:Sspon.01G0035080-1B/gene:Sspon.01G0016030-1P/gene:Sspon.01G0041810-1B/gene:Sspon.01G0056500-1C/gene:Sspon.01G0034040-1T/gene:Sspon.01G0034040-3D/gene:Sspon.01G0041720-3D/gene:Sspon.02G0007460-1P/gene:Sspon.02G0007450-1A/gene:Sspon.02G0017040-1A/gene:Sspon.02G0021570-1A/gene:Sspon.02G0022550-1A/gene:Sspon.02G0022570-1A/gene:Sspon.02G0022600-1A/gene:Sspon.02G0023630-1A/gene:Sspon.02G0031830-1A/gene:Sspon.02G0007450-2B/gene:Sspon.02G0007460-2B/gene:Sspon.02G0039070-1B/gene:Sspon.02G0039080-1B/gene:Sspon.02G0020920-2B/gene:Sspon.02G0040390-1B/gene:Sspon.02G0022580-2B/gene:Sspon.02G0041240-1B/gene:Sspon.02G0022570-2B/gene:Sspon.02G0023440-2B/gene:Sspon.02G0043210-1P/gene:Sspon.02G0027330-2B/gene:Sspon.02G0044570-1B/gene:Sspon.02G0046180-1C/gene:Sspon.01G0034000-2C/gene:Sspon.02G0010020-3C/gene:Sspon.02G0048890-1C/gene:Sspon.02G0036800-2C/gene:Sspon.02G0039070-2C/gene:Sspon.02G0019180-3C/gene:Sspon.02G0039950-1P/gene:Sspon.02G0022580-3C/gene:Sspon.02G0022600-2C/gene:Sspon.02G0025560-2C/gene:Sspon.02G0053570-1C/gene:Sspon.02G0030230-2C/gene:Sspon.02G0030240-2C/gene:Sspon.02G0020910-3D/gene:Sspon.02G0043270-2D/gene:Sspon.02G0045570-2D/gene:Sspon.02G0031830-2D/gene:Sspon.02G0029950-1T/gene:Sspon.02G0029950-2D/gene:Sspon.03G0014320-1A/gene:Sspon.03G0014550-1A/gene:Sspon.03G0026620-1B/gene:Sspon.03G0026660-1B/gene:Sspon.03G0014320-3C/gene:Sspon.08G0010050-1P/gene:Sspon.08G0010050-2C/gene:Sspon.03G0044980-1D/gene:Sspon.03G0044990-1D/gene:Sspon.04G0013880-1A/gene:Sspon.04G0013890-1A/gene:Sspon.04G0020250-1A/gene:Sspon.04G0020240-1P/gene:Sspon.04G0020270-1A/gene:Sspon.04G0030270-1B/gene:Sspon.04G0030270-1P/gene:Sspon.04G0036540-1D/gene:Sspon.04G0036550-1D/gene:Sspon.04G0013880-1P/gene:Sspon.04G0013900-2D/gene:Sspon.04G0013880-4D/gene:Sspon.04G0013900-1P/gene:Sspon.05G0002900-1A/gene:Sspon.05G0002920-1A/gene:Sspon.05G0002930-1A/gene:Sspon.05G0002900-1P/gene:Sspon.05G0007090-1T/gene:Sspon.05G0007100-1A/gene:Sspon.05G0017480-1A/gene:Sspon.05G0017490-1A/gene:Sspon.05G0017510-1A/gene:Sspon.05G0018570-1A/gene:Sspon.05G0018620-1A/gene:Sspon.05G0020580-1A/gene:Sspon.05G0002930-2B/gene:Sspon.05G0007100-1P/gene:Sspon.05G0007090-1P/gene:Sspon.05G0007100-2B/gene:Sspon.05G0028410-1B/gene:Sspon.05G0016560-2B/gene:Sspon.05G0028420-1B/gene:Sspon.05G0028450-1B/gene:Sspon.05G0028540-1B/gene:Sspon.05G0017490-2B/gene:Sspon.05G0028930-1B/gene:Sspon.05G0017480-2B/gene:Sspon.05G0028960-1B/gene:Sspon.05G0017630-2B/gene:Sspon.05G0029090-1B/gene:Sspon.05G0023090-2C/gene:Sspon.05G0023100-2C/gene:Sspon.05G0030820-1C/gene:Sspon.05G0030830-1C/gene:Sspon.05G0034590-1C/gene:Sspon.05G0034600-1C/gene:Sspon.05G0028240-2C/gene:Sspon.05G0028410-2C/gene:Sspon.05G0016590-2C/gene:Sspon.05G0017480-3C/gene:Sspon.05G0017490-3C/gene:Sspon.05G0035120-1C/gene:Sspon.05G0017500-2C/gene:Sspon.05G0018560-2C/gene:Sspon.05G0035570-1C/gene:Sspon.05G0035580-1C/gene:Sspon.05G0035620-1C/gene:Sspon.05G0018620-2C/gene:Sspon.05G0016560-3D/gene:Sspon.05G0016560-1T/gene:Sspon.05G0016590-3D/gene:Sspon.05G0028930-2D/gene:Sspon.05G0017480-4D/gene:Sspon.05G0035550-2D/gene:Sspon.05G0039620-1D/gene:Sspon.05G0035580-2D/gene:Sspon.05G0018570-2D/gene:Sspon.05G0018560-3D/gene:Sspon.05G0039660-1D/gene:Sspon.05G0019910-3D/gene:Sspon.05G0035870-2D/gene:Sspon.05G0030390-2D/gene:Sspon.05G0036210-2D/gene:Sspon.06G0003240-1A/gene:Sspon.06G0003250-1A/gene:Sspon.06G0003260-1A/gene:Sspon.06G0003560-1A/gene:Sspon.06G0003570-1A/gene:Sspon.06G0017650-1A/gene:Sspon.06G0017650-1P/gene:Sspon.06G0020170-1B/gene:Sspon.06G0020180-1B/gene:Sspon.06G0020190-1B/gene:Sspon.06G0020220-1B/gene:Sspon.06G0003270-2B/gene:Sspon.06G0003570-2B/gene:Sspon.06G0016070-2B/gene:Sspon.06G0025830-1B/gene:Sspon.06G0027190-1B/gene:Sspon.06G0027200-1B/gene:Sspon.06G0027280-1B/gene:Sspon.06G0027290-1B/gene:Sspon.06G0027300-1B/gene:Sspon.06G0018660-2B/gene:Sspon.06G0020170-2C/gene:Sspon.06G0027130-2C/gene:Sspon.06G0027110-2C/gene:Sspon.06G0031460-1C/gene:Sspon.06G0016850-3C/gene:Sspon.06G0031990-1C/gene:Sspon.06G0032460-1C/gene:Sspon.06G0032550-1C/gene:Sspon.06G0025070-2C/gene:Sspon.06G0017660-2D/gene:Sspon.06G0017650-2D/gene:Sspon.06G0035600-1D/gene:Sspon.06G0018950-4D/gene:Sspon.06G0027680-2D/gene:Sspon.06G0036050-1D/gene:Sspon.06G0027760-3D/gene:Sspon.07G0014980-1A/gene:Sspon.07G0015020-1A/gene:Sspon.07G0015040-1A/gene:Sspon.07G0015060-1A/gene:Sspon.07G0017860-1A/gene:Sspon.07G0017860-2P/gene:Sspon.07G0017900-1A/gene:Sspon.07G0017920-1A/gene:Sspon.03G0004290-2P/gene:Sspon.03G0004290-2B/gene:Sspon.07G0016940-2B/gene:Sspon.07G0017810-2B/gene:Sspon.07G0017810-1P/gene:Sspon.07G0030530-1C/gene:Sspon.07G0030540-1C/gene:Sspon.07G0012510-1P/gene:Sspon.07G0015590-3C/gene:Sspon.07G0033500-1C/gene:Sspon.07G0028800-2C/gene:Sspon.07G0034760-1C/gene:Sspon.07G0017840-3C/gene:Sspon.04G0020960-2D/gene:Sspon.07G0035340-1D/gene:Sspon.07G0014940-3D/gene:Sspon.07G0014940-2P/gene:Sspon.07G0015050-2D/gene:Sspon.07G0020200-3D/gene:Sspon.07G0017980-4D/gene:Sspon.07G0028800-3D/gene:Sspon.07G0038360-1D/gene:Sspon.08G0002330-1A/gene:Sspon.08G0002380-1A/gene:Sspon.08G0004100-1A/gene:Sspon.08G0004160-1P/gene:Sspon.08G0005030-1A/gene:Sspon.08G0017210-1B/gene:Sspon.08G0000390-2B/gene:Sspon.08G0002330-2B/gene:Sspon.08G0002330-1T/gene:Sspon.08G0019450-1B/gene:Sspon.08G0005090-2B/gene:Sspon.08G0023130-1B/gene:Sspon.08G0002300-2C/gene:Sspon.08G0002380-2C/gene:Sspon.08G0002330-3D/gene:Sspon.08G0002300-3D/gene:Sspon.08G0019450-2D/gene:Sspon.08G0005030-2D	217
GO:0008194	UDP-glycosyltransferase activity	147/7746	315/34310	0.466666666666667	2.06704535674327	10.2736951531269	2.85078826916799e-21	1.71474914390454e-18	1.57693603731345e-18	gene:Sspon.01G0013020-1A/gene:Sspon.01G0013020-2P/gene:Sspon.01G0013020-1P/gene:Sspon.01G0025770-1A/gene:Sspon.01G0031480-1A/gene:Sspon.01G0031510-1A/gene:Sspon.01G0049700-1B/gene:Sspon.01G0007350-2B/gene:Sspon.01G0007360-2B/gene:Sspon.01G0049750-2P/gene:Sspon.01G0025530-2C/gene:Sspon.01G0056530-1C/gene:Sspon.01G0049750-2D/gene:Sspon.01G0049770-2D/gene:Sspon.01G0049700-2D/gene:Sspon.01G0007360-3D/gene:Sspon.01G0049690-2D/gene:Sspon.01G0049690-1P/gene:Sspon.08G0022220-2D/gene:Sspon.01G0007360-1P/gene:Sspon.02G0007430-1A/gene:Sspon.02G0010070-1A/gene:Sspon.02G0010110-1A/gene:Sspon.02G0010130-1A/gene:Sspon.02G0010140-1A/gene:Sspon.02G0015470-1A/gene:Sspon.02G0016460-1A/gene:Sspon.02G0016460-1T/gene:Sspon.02G0021730-1A/gene:Sspon.02G0021800-1A/gene:Sspon.02G0022670-1P/gene:Sspon.02G0022650-1A/gene:Sspon.02G0022680-1A/gene:Sspon.02G0030160-2P/gene:Sspon.02G0030160-1P/gene:Sspon.02G0015470-2B/gene:Sspon.02G0015480-2B/gene:Sspon.02G0040520-1B/gene:Sspon.02G0040530-1B/gene:Sspon.02G0040680-1B/gene:Sspon.02G0021710-2B/gene:Sspon.02G0040700-1B/gene:Sspon.02G0021810-2B/gene:Sspon.02G0040710-1B/gene:Sspon.02G0006970-2C/gene:Sspon.02G0048170-1C/gene:Sspon.02G0015480-3C/gene:Sspon.02G0015480-1P/gene:Sspon.02G0040680-2C/gene:Sspon.02G0021780-2T/gene:Sspon.02G0021780-4P/gene:Sspon.02G0021780-5P/gene:Sspon.02G0021820-2C/gene:Sspon.02G0005450-2P/gene:Sspon.02G0005450-3D/gene:Sspon.02G0056330-1D/gene:Sspon.02G0010110-2D/gene:Sspon.02G0048170-2D/gene:Sspon.02G0048180-1T/gene:Sspon.02G0037510-1T/gene:Sspon.02G0037510-3D/gene:Sspon.02G0057840-1D/gene:Sspon.02G0021790-2D/gene:Sspon.02G0021820-3D/gene:Sspon.02G0022680-4D/gene:Sspon.02G0058100-1D/gene:Sspon.02G0022650-2D/gene:Sspon.03G0006820-1P/gene:Sspon.03G0007020-1A/gene:Sspon.03G0007030-1A/gene:Sspon.03G0007040-1A/gene:Sspon.03G0007050-1A/gene:Sspon.03G0025540-1A/gene:Sspon.03G0025550-1A/gene:Sspon.03G0006820-2P/gene:Sspon.03G0040810-1P/gene:Sspon.03G0007040-2C/gene:Sspon.03G0040880-1C/gene:Sspon.03G0007050-1P/gene:Sspon.03G0004130-2P/gene:Sspon.03G0004130-4D/gene:Sspon.03G0006820-4D/gene:Sspon.07G0003660-3D/gene:Sspon.07G0003670-2D/gene:Sspon.03G0010440-4D/gene:Sspon.03G0025540-3D/gene:Sspon.04G0012650-3D/gene:Sspon.04G0037280-1D/gene:Sspon.05G0005590-1A/gene:Sspon.05G0005590-1T/gene:Sspon.05G0022170-1B/gene:Sspon.05G0034350-1C/gene:Sspon.05G0014220-3P/gene:Sspon.05G0002280-1P/gene:Sspon.05G0002280-3D/gene:Sspon.03G0015790-3D/gene:Sspon.05G0005590-1P/gene:Sspon.05G0005590-2P/gene:Sspon.05G0037690-1D/gene:Sspon.05G0010210-4D/gene:Sspon.05G0038050-1D/gene:Sspon.05G0014220-4D/gene:Sspon.05G0038620-1D/gene:Sspon.06G0016500-1A/gene:Sspon.06G0016510-1A/gene:Sspon.08G0006680-1P/gene:Sspon.07G0003660-1A/gene:Sspon.07G0003670-1A/gene:Sspon.07G0003680-1A/gene:Sspon.07G0011790-1A/gene:Sspon.07G0003690-2B/gene:Sspon.07G0003680-2B/gene:Sspon.07G0003690-3D/gene:Sspon.07G0003790-2D/gene:Sspon.07G0003680-3D/gene:Sspon.07G0003830-4D/gene:Sspon.07G0003820-2D/gene:Sspon.08G0006740-1A/gene:Sspon.08G0006780-1A/gene:Sspon.08G0009680-1A/gene:Sspon.08G0009690-1A/gene:Sspon.08G0009700-1A/gene:Sspon.08G0009710-1A/gene:Sspon.08G0009960-1A/gene:Sspon.08G0009970-1A/gene:Sspon.08G0006680-2B/gene:Sspon.08G0006680-2P/gene:Sspon.08G0009690-1P/gene:Sspon.08G0009710-2B/gene:Sspon.08G0009700-1P/gene:Sspon.08G0009680-2B/gene:Sspon.08G0009680-1P/gene:Sspon.08G0022710-1B/gene:Sspon.08G0022720-1B/gene:Sspon.08G0006680-3C/gene:Sspon.08G0006690-3C/gene:Sspon.08G0006740-1P/gene:Sspon.08G0006740-2C/gene:Sspon.08G0011390-3C/gene:Sspon.08G0011390-1P/gene:Sspon.08G0006690-1P/gene:Sspon.08G0006680-4D/gene:Sspon.08G0028790-1D/gene:Sspon.08G0006780-3D/gene:Sspon.08G0006740-3D/gene:Sspon.08G0030600-1D/gene:Sspon.08G0030610-1D	147
GO:0009611	response to wounding	57/7746	80/34310	0.7125	3.15593532145624	10.4249339533753	2.72746306540056e-20	1.09371268922562e-17	1.00581181815298e-17	gene:Sspon.01G0017230-1A/gene:Sspon.01G0017280-1A/gene:Sspon.01G0017290-1A/gene:Sspon.01G0004400-2B/gene:Sspon.01G0004480-2B/gene:Sspon.01G0042670-1B/gene:Sspon.01G0017290-2B/gene:Sspon.01G0042700-1B/gene:Sspon.01G0042710-1B/gene:Sspon.01G0004400-3C/gene:Sspon.01G0004480-3C/gene:Sspon.01G0042730-2C/gene:Sspon.01G0042710-2C/gene:Sspon.01G0042700-2C/gene:Sspon.01G0017290-3C/gene:Sspon.01G0042730-3D/gene:Sspon.01G0042710-3D/gene:Sspon.01G0042700-3D/gene:Sspon.01G0017290-4D/gene:Sspon.01G0042670-3D/gene:Sspon.04G0019680-1A/gene:Sspon.04G0019690-1A/gene:Sspon.04G0019700-1A/gene:Sspon.04G0019730-1A/gene:Sspon.04G0019740-1A/gene:Sspon.04G0019710-2D/gene:Sspon.04G0019720-3D/gene:Sspon.04G0019730-3D/gene:Sspon.04G0029490-3D/gene:Sspon.06G0006130-1T/gene:Sspon.06G0006130-1A/gene:Sspon.07G0015710-1A/gene:Sspon.07G0015720-1A/gene:Sspon.07G0015730-1A/gene:Sspon.07G0015740-1A/gene:Sspon.07G0015750-1A/gene:Sspon.07G0015760-1A/gene:Sspon.07G0015710-1P/gene:Sspon.07G0015920-1A/gene:Sspon.07G0015710-2B/gene:Sspon.07G0027730-1B/gene:Sspon.07G0027760-1B/gene:Sspon.07G0027770-1B/gene:Sspon.07G0033540-1C/gene:Sspon.07G0015760-1P/gene:Sspon.07G0015760-2C/gene:Sspon.07G0015710-3P/gene:Sspon.07G0033540-1P/gene:Sspon.07G0015750-2P/gene:Sspon.07G0015750-2C/gene:Sspon.07G0015710-6P/gene:Sspon.07G0033570-1C/gene:Sspon.07G0033590-1C/gene:Sspon.07G0015710-7P/gene:Sspon.07G0027770-2D/gene:Sspon.07G0015760-3D/gene:Sspon.07G0015710-4D	57
GO:0005576	extracellular region	117/7746	255/34310	0.458823529411765	2.03230509864674	8.93477788876473	1.51214470053605e-16	4.54777518686218e-14	4.18227389542998e-14	gene:Sspon.01G0000370-1T/gene:Sspon.01G0000380-1A/gene:Sspon.01G0000370-1P/gene:Sspon.01G0008410-1A/gene:Sspon.01G0008420-1A/gene:Sspon.01G0024220-1A/gene:Sspon.01G0014180-2B/gene:Sspon.01G0000030-2P/gene:Sspon.01G0000030-3P/gene:Sspon.01G0042070-1B/gene:Sspon.01G0018630-2B/gene:Sspon.01G0000370-3C/gene:Sspon.01G0050370-1C/gene:Sspon.01G0018640-1P/gene:Sspon.01G0018620-2C/gene:Sspon.01G0049860-2C/gene:Sspon.01G0013950-2C/gene:Sspon.01G0014180-2P/gene:Sspon.01G0053660-1C/gene:Sspon.01G0041160-2C/gene:Sspon.01G0000030-3C/gene:Sspon.01G0014180-3C/gene:Sspon.01G0014160-3C/gene:Sspon.01G0018590-1P/gene:Sspon.01G0018600-3C/gene:Sspon.01G0043480-2C/gene:Sspon.01G0018640-3C/gene:Sspon.01G0000370-4D/gene:Sspon.01G0000370-2T/gene:Sspon.01G0000370-2P/gene:Sspon.01G0008410-1P/gene:Sspon.01G0008420-1P/gene:Sspon.01G0008410-2D/gene:Sspon.01G0058280-1D/gene:Sspon.01G0041160-3D/gene:Sspon.01G0049860-3D/gene:Sspon.01G0000030-5P/gene:Sspon.01G0014160-4D/gene:Sspon.01G0018590-4D/gene:Sspon.01G0018630-1P/gene:Sspon.01G0024220-3D/gene:Sspon.01G0024240-3D/gene:Sspon.02G0006330-1A/gene:Sspon.02G0006350-1A/gene:Sspon.02G0006380-1A/gene:Sspon.02G0006390-1A/gene:Sspon.02G0024690-1A/gene:Sspon.02G0024700-1A/gene:Sspon.02G0006390-2B/gene:Sspon.02G0006390-1P/gene:Sspon.02G0019510-1T/gene:Sspon.02G0019510-2B/gene:Sspon.02G0020030-2B/gene:Sspon.02G0040250-1B/gene:Sspon.02G0040360-1B/gene:Sspon.02G0006330-2C/gene:Sspon.02G0006370-2C/gene:Sspon.02G0006390-2P/gene:Sspon.02G0020030-3C/gene:Sspon.02G0040250-2C/gene:Sspon.02G0024690-3C/gene:Sspon.02G0052280-1C/gene:Sspon.02G0042870-1P/gene:Sspon.02G0052290-1C/gene:Sspon.02G0006330-3D/gene:Sspon.02G0006350-3D/gene:Sspon.02G0006380-2D/gene:Sspon.02G0006390-4D/gene:Sspon.02G0055800-1D/gene:Sspon.02G0015880-2D/gene:Sspon.02G0015860-4D/gene:Sspon.02G0019510-4D/gene:Sspon.02G0019510-1P/gene:Sspon.02G0020030-4D/gene:Sspon.02G0040250-3D/gene:Sspon.02G0041800-1P/gene:Sspon.02G0026790-4D/gene:Sspon.03G0001140-1A/gene:Sspon.03G0001150-1A/gene:Sspon.03G0017740-1A/gene:Sspon.03G0017760-1A/gene:Sspon.03G0019550-1A/gene:Sspon.03G0019550-2P/gene:Sspon.03G0019550-1P/gene:Sspon.03G0008530-2B/gene:Sspon.03G0019550-3P/gene:Sspon.03G0019550-2B/gene:Sspon.03G0037240-3P/gene:Sspon.03G0037240-1T/gene:Sspon.03G0002240-3D/gene:Sspon.03G0002240-3P/gene:Sspon.03G0002240-2P/gene:Sspon.04G0006880-1A/gene:Sspon.04G0006880-1P/gene:Sspon.04G0012770-1A/gene:Sspon.04G0012770-1P/gene:Sspon.04G0012770-2P/gene:Sspon.04G0013920-1A/gene:Sspon.04G0012750-2B/gene:Sspon.04G0012770-3P/gene:Sspon.04G0011680-2D/gene:Sspon.04G0011580-1T/gene:Sspon.04G0011580-2D/gene:Sspon.04G0027540-2D/gene:Sspon.04G0013930-3D/gene:Sspon.04G0013920-3D/gene:Sspon.05G0024120-1B/gene:Sspon.05G0005760-2B/gene:Sspon.05G0016310-2C/gene:Sspon.05G0016350-2C/gene:Sspon.06G0012670-1P/gene:Sspon.06G0016650-3D/gene:Sspon.06G0035380-1D/gene:Sspon.05G0019650-3C/gene:Sspon.07G0028930-2C/gene:Sspon.07G0028810-3D/gene:Sspon.08G0007130-3P	117
GO:0042744	hydrogen peroxide catabolic process	95/7746	197/34310	0.482233502538071	2.13599683347292	8.634681390727	2.15085558740422e-15	5.17495854329455e-13	4.75905099444597e-13	gene:Sspon.01G0009210-1A/gene:Sspon.01G0009220-1A/gene:Sspon.01G0039610-2P/gene:Sspon.01G0039950-1B/gene:Sspon.02G0002600-2B/gene:Sspon.01G0009220-2B/gene:Sspon.01G0049380-1P/gene:Sspon.01G0049380-2P/gene:Sspon.01G0010500-3C/gene:Sspon.01G0039610-2C/gene:Sspon.01G0012950-1P/gene:Sspon.01G0012950-3C/gene:Sspon.01G0009210-3D/gene:Sspon.01G0009220-4D/gene:Sspon.01G0010500-4D/gene:Sspon.08G0002660-4D/gene:Sspon.08G0002670-4D/gene:Sspon.02G0001010-1A/gene:Sspon.02G0001040-1A/gene:Sspon.01G0009220-1P/gene:Sspon.02G0002600-1A/gene:Sspon.02G0002610-1A/gene:Sspon.02G0002640-1A/gene:Sspon.02G0002470-1P/gene:Sspon.01G0010500-2P/gene:Sspon.02G0021880-1T/gene:Sspon.02G0025700-1A/gene:Sspon.02G0025690-1P/gene:Sspon.02G0001010-2B/gene:Sspon.01G0039610-3P/gene:Sspon.02G0033400-1B/gene:Sspon.02G0025700-2P/gene:Sspon.02G0025700-1P/gene:Sspon.02G0025690-2P/gene:Sspon.02G0025690-2B/gene:Sspon.02G0025690-3C/gene:Sspon.02G0025700-3P/gene:Sspon.02G0021920-2C/gene:Sspon.02G0021880-4P/gene:Sspon.02G0021880-3C/gene:Sspon.03G0034480-1P/gene:Sspon.03G0034480-1B/gene:Sspon.03G0034470-1B/gene:Sspon.03G0034490-1B/gene:Sspon.03G0034470-1P/gene:Sspon.03G0025980-2C/gene:Sspon.03G0025980-5P/gene:Sspon.03G0025980-2P/gene:Sspon.03G0025980-4P/gene:Sspon.03G0025980-3P/gene:Sspon.03G0025980-1P/gene:Sspon.03G0034490-2C/gene:Sspon.03G0034480-2C/gene:Sspon.03G0015030-2P/gene:Sspon.03G0015030-1P/gene:Sspon.07G0012330-2P/gene:Sspon.03G0034150-2C/gene:Sspon.03G0015030-2C/gene:Sspon.03G0046580-1D/gene:Sspon.04G0014420-1A/gene:Sspon.04G0005810-3D/gene:Sspon.04G0035800-1D/gene:Sspon.04G0014420-1P/gene:Sspon.04G0014450-4D/gene:Sspon.04G0010390-2P/gene:Sspon.04G0010390-1P/gene:Sspon.05G0036460-1C/gene:Sspon.05G0022060-1P/gene:Sspon.06G0029850-1C/gene:Sspon.06G0029850-1P/gene:Sspon.07G0020160-1A/gene:Sspon.03G0015020-1P/gene:Sspon.03G0015020-1T/gene:Sspon.07G0012330-3P/gene:Sspon.03G0015020-4D/gene:Sspon.07G0012340-2D/gene:Sspon.03G0015020-2P/gene:Sspon.08G0009190-1T/gene:Sspon.08G0009200-1A/gene:Sspon.08G0000830-2B/gene:Sspon.08G0000880-2B/gene:Sspon.08G0002660-2B/gene:Sspon.08G0002670-2B/gene:Sspon.08G0009190-2B/gene:Sspon.08G0021260-1B/gene:Sspon.08G0009190-1P/gene:Sspon.08G0000830-1T/gene:Sspon.08G0000830-3C/gene:Sspon.08G0002670-3C/gene:Sspon.08G0002680-3C/gene:Sspon.08G0009190-3C/gene:Sspon.08G0009200-3C/gene:Sspon.08G0007750-3D/gene:Sspon.08G0009190-2P/gene:Sspon.08G0029390-1D	95
GO:0006979	response to oxidative stress	128/7746	299/34310	0.42809364548495	1.89619067603778	8.40470268958139	4.6825253215802e-15	9.38846326976831e-13	8.63391949645753e-13	gene:Sspon.01G0009210-1A/gene:Sspon.01G0009220-1A/gene:Sspon.01G0039610-2P/gene:Sspon.01G0039620-1B/gene:Sspon.01G0039950-1B/gene:Sspon.02G0002600-2B/gene:Sspon.01G0009210-2B/gene:Sspon.01G0009220-2B/gene:Sspon.01G0049390-1B/gene:Sspon.01G0049380-1P/gene:Sspon.01G0049380-2P/gene:Sspon.01G0010500-3C/gene:Sspon.01G0039610-2C/gene:Sspon.01G0012950-1P/gene:Sspon.01G0012950-3C/gene:Sspon.01G0009210-3D/gene:Sspon.01G0009220-4D/gene:Sspon.01G0010500-4D/gene:Sspon.01G0039620-2D/gene:Sspon.08G0002660-4D/gene:Sspon.08G0002670-4D/gene:Sspon.02G0001010-1A/gene:Sspon.02G0001040-1A/gene:Sspon.02G0001040-1T/gene:Sspon.01G0009220-1P/gene:Sspon.02G0002600-1A/gene:Sspon.02G0002610-1A/gene:Sspon.02G0002620-1A/gene:Sspon.02G0002640-1A/gene:Sspon.02G0002650-1A/gene:Sspon.02G0002470-1P/gene:Sspon.01G0010500-2P/gene:Sspon.02G0021880-1T/gene:Sspon.02G0021920-1A/gene:Sspon.02G0025700-1A/gene:Sspon.02G0025690-1P/gene:Sspon.02G0001040-2B/gene:Sspon.02G0001010-2B/gene:Sspon.01G0039610-3P/gene:Sspon.02G0002660-2B/gene:Sspon.02G0002650-2B/gene:Sspon.02G0033400-1B/gene:Sspon.02G0025700-2P/gene:Sspon.02G0025700-1P/gene:Sspon.02G0025700-2B/gene:Sspon.02G0025690-2P/gene:Sspon.02G0025690-2B/gene:Sspon.02G0043510-1B/gene:Sspon.02G0021880-3P/gene:Sspon.02G0039950-1P/gene:Sspon.02G0025690-3C/gene:Sspon.02G0025700-3P/gene:Sspon.02G0021920-2C/gene:Sspon.02G0021880-4P/gene:Sspon.02G0021880-3C/gene:Sspon.03G0034480-1P/gene:Sspon.03G0034480-1B/gene:Sspon.03G0034470-1B/gene:Sspon.03G0034490-1B/gene:Sspon.03G0034470-1P/gene:Sspon.03G0025980-2C/gene:Sspon.03G0025980-5P/gene:Sspon.03G0025980-2P/gene:Sspon.03G0038000-1C/gene:Sspon.03G0038020-1C/gene:Sspon.03G0025980-4P/gene:Sspon.03G0025980-3P/gene:Sspon.03G0025980-1P/gene:Sspon.03G0034490-2C/gene:Sspon.03G0034480-2C/gene:Sspon.03G0015030-2P/gene:Sspon.03G0015030-1P/gene:Sspon.03G0015020-3C/gene:Sspon.07G0012330-2P/gene:Sspon.03G0034150-2C/gene:Sspon.03G0015030-2C/gene:Sspon.03G0017120-2D/gene:Sspon.03G0046580-1D/gene:Sspon.04G0014420-1A/gene:Sspon.04G0014460-1A/gene:Sspon.04G0005810-3D/gene:Sspon.04G0035800-1D/gene:Sspon.04G0014410-2D/gene:Sspon.04G0014420-1P/gene:Sspon.04G0014450-4D/gene:Sspon.04G0037060-1D/gene:Sspon.04G0010390-2P/gene:Sspon.04G0010390-1P/gene:Sspon.07G0016910-3C/gene:Sspon.05G0036460-1C/gene:Sspon.05G0022060-1P/gene:Sspon.05G0022060-2D/gene:Sspon.05G0005600-3D/gene:Sspon.05G0005600-1T/gene:Sspon.06G0029850-1C/gene:Sspon.06G0029850-1P/gene:Sspon.07G0020150-1A/gene:Sspon.07G0020160-1A/gene:Sspon.07G0008310-3C/gene:Sspon.07G0008310-1T/gene:Sspon.03G0015020-1P/gene:Sspon.03G0015020-1T/gene:Sspon.07G0012330-3P/gene:Sspon.03G0015020-4D/gene:Sspon.07G0012340-2D/gene:Sspon.03G0015020-2P/gene:Sspon.08G0008080-1A/gene:Sspon.08G0008090-1A/gene:Sspon.08G0009190-1T/gene:Sspon.08G0009200-1A/gene:Sspon.08G0000830-2B/gene:Sspon.08G0000880-2B/gene:Sspon.08G0002660-2B/gene:Sspon.08G0002670-2B/gene:Sspon.08G0009190-2B/gene:Sspon.08G0021260-1B/gene:Sspon.08G0009200-2B/gene:Sspon.08G0009190-1P/gene:Sspon.08G0000830-1T/gene:Sspon.08G0000830-3C/gene:Sspon.08G0002670-3C/gene:Sspon.08G0002680-3C/gene:Sspon.08G0009190-3C/gene:Sspon.08G0009200-3C/gene:Sspon.08G0007750-3D/gene:Sspon.04G0014420-2P/gene:Sspon.08G0009190-2P/gene:Sspon.08G0029390-1D	128
