Type,omega
Speciation_gene_pairs_same_direction,0.4904
Speciation_gene_pairs_same_direction,0.1961
Speciation_gene_pairs_same_direction,0.111
Speciation_gene_pairs_same_direction,0.1857
Speciation_gene_pairs_same_direction,0.109
Speciation_gene_pairs_same_direction,0.2892
Speciation_gene_pairs_same_direction,0.6084
Speciation_gene_pairs_same_direction,0.3004
Speciation_gene_pairs_same_direction,0.0984
Speciation_gene_pairs_same_direction,0.152
Speciation_gene_pairs_same_direction,0.3492
Speciation_gene_pairs_same_direction,0.2364
Speciation_gene_pairs_same_direction,0.0957
Speciation_gene_pairs_same_direction,0.2173
Speciation_gene_pairs_same_direction,0.0953
Speciation_gene_pairs_same_direction,0.2054
Speciation_gene_pairs_same_direction,0.1715
Speciation_gene_pairs_same_direction,0.1773
Speciation_gene_pairs_same_direction,0.204
Speciation_gene_pairs_same_direction,0.1394
Speciation_gene_pairs_same_direction,0.326
Speciation_gene_pairs_same_direction,0.0514
Speciation_gene_pairs_same_direction,0.109
Speciation_gene_pairs_same_direction,0.3197
Speciation_gene_pairs_same_direction,0.2407
Speciation_gene_pairs_same_direction,0.1589
Speciation_gene_pairs_same_direction,0.3033
Speciation_gene_pairs_same_direction,0.3288
