Type,ka
Speciation_gene_pairs_same_direction,0.148
Speciation_gene_pairs_same_direction,0.1043
Speciation_gene_pairs_same_direction,0.2365
Speciation_gene_pairs_same_direction,0.0867
Speciation_gene_pairs_same_direction,0.09
Speciation_gene_pairs_same_direction,0.1764
Speciation_gene_pairs_same_direction,0.2011
Speciation_gene_pairs_same_direction,0.1875
Speciation_gene_pairs_same_direction,0.0994
Speciation_gene_pairs_same_direction,0.1206
Speciation_gene_pairs_same_direction,0.1673
Speciation_gene_pairs_same_direction,0.1093
Speciation_gene_pairs_same_direction,0.2179
Speciation_gene_pairs_same_direction,0.139
Speciation_gene_pairs_same_direction,0.1714
Speciation_gene_pairs_same_direction,0.3357
Speciation_gene_pairs_same_direction,0.0813
Speciation_gene_pairs_same_direction,0.1557
Speciation_gene_pairs_same_direction,0.1217
Speciation_gene_pairs_same_direction,0.4343
Speciation_gene_pairs_same_direction,0.3748
Speciation_gene_pairs_same_direction,0.4104
Speciation_gene_pairs_same_direction,0.2485
Speciation_gene_pairs_same_direction,0.3466
Speciation_gene_pairs_same_direction,0.1064
Speciation_gene_pairs_same_direction,0.2055
Speciation_gene_pairs_same_direction,0.1824
Speciation_gene_pairs_same_direction,0.1969
