Type,omega
Speciation_gene_pairs_same_direction,0.1544
Speciation_gene_pairs_same_direction,0.2073
Speciation_gene_pairs_same_direction,0.1935
Speciation_gene_pairs_same_direction,0.1008
Speciation_gene_pairs_same_direction,0.2132
Speciation_gene_pairs_same_direction,0.272
Speciation_gene_pairs_same_direction,0.1455
Speciation_gene_pairs_same_direction,0.2018
Speciation_gene_pairs_same_direction,0.1229
Speciation_gene_pairs_same_direction,0.2688
Speciation_gene_pairs_same_direction,0.1092
Speciation_gene_pairs_same_direction,0.0895
Speciation_gene_pairs_same_direction,0.1336
Speciation_gene_pairs_same_direction,0.2192
Speciation_gene_pairs_same_direction,0.1785
Speciation_gene_pairs_same_direction,0.1316
Speciation_gene_pairs_same_direction,0.5502
Speciation_gene_pairs_same_direction,0.4236
Speciation_gene_pairs_same_direction,0.2192
Speciation_gene_pairs_same_direction,0.2452
Speciation_gene_pairs_same_direction,0.0882
Speciation_gene_pairs_same_direction,0.1252
Speciation_gene_pairs_same_direction,0.128
Speciation_gene_pairs_same_direction,0.2283
Speciation_gene_pairs_same_direction,0.2406
Speciation_gene_pairs_same_direction,0.3246
Speciation_gene_pairs_same_direction,0.2463
Speciation_gene_pairs_same_direction,0.1764
