Type,ks
Speciation_gene_pairs_same_direction,0.7093
Speciation_gene_pairs_same_direction,1.1759
Speciation_gene_pairs_same_direction,1.1273
Speciation_gene_pairs_same_direction,1.3468
Speciation_gene_pairs_same_direction,1.0897
Speciation_gene_pairs_same_direction,0.6227
Speciation_gene_pairs_same_direction,1.2819
Speciation_gene_pairs_same_direction,0.8479
Speciation_gene_pairs_same_direction,1.2379
Speciation_gene_pairs_same_direction,0.898
Speciation_gene_pairs_same_direction,0.6801
Speciation_gene_pairs_same_direction,0.5348
Speciation_gene_pairs_same_direction,0.8438
Speciation_gene_pairs_same_direction,0.8224
Speciation_gene_pairs_same_direction,0.806
Speciation_gene_pairs_same_direction,0.6347
Speciation_gene_pairs_same_direction,1.3584
Speciation_gene_pairs_same_direction,0.7794
Speciation_gene_pairs_same_direction,0.9695
Speciation_gene_pairs_same_direction,0.7554
Speciation_gene_pairs_same_direction,0.959
Speciation_gene_pairs_same_direction,0.6991
Speciation_gene_pairs_same_direction,0.606
Speciation_gene_pairs_same_direction,0.6965
Speciation_gene_pairs_same_direction,1.1354
Speciation_gene_pairs_same_direction,0.7113
Speciation_gene_pairs_same_direction,1.2031
Speciation_gene_pairs_same_direction,0.538
