Type,ka
Speciation_gene_pairs_same_direction,0.2517
Speciation_gene_pairs_same_direction,0.1484
Speciation_gene_pairs_same_direction,0.4544
Speciation_gene_pairs_same_direction,0.242
Speciation_gene_pairs_same_direction,0.0847
Speciation_gene_pairs_same_direction,0.3706
Speciation_gene_pairs_same_direction,0.1395
Speciation_gene_pairs_same_direction,0.1955
Speciation_gene_pairs_same_direction,0.2402
Speciation_gene_pairs_same_direction,0.1421
Speciation_gene_pairs_same_direction,0.0685
Speciation_gene_pairs_same_direction,0.3231
Speciation_gene_pairs_same_direction,0.0912
Speciation_gene_pairs_same_direction,0.2362
Speciation_gene_pairs_same_direction,0.0639
Speciation_gene_pairs_same_direction,0.261
Speciation_gene_pairs_same_direction,0.1851
Speciation_gene_pairs_same_direction,0.1711
Speciation_gene_pairs_same_direction,0.0362
Speciation_gene_pairs_same_direction,0.2403
Speciation_gene_pairs_same_direction,0.1837
Speciation_gene_pairs_same_direction,0.1914
Speciation_gene_pairs_same_direction,0.0425
Speciation_gene_pairs_same_direction,0.1506
Speciation_gene_pairs_same_direction,0.3536
Speciation_gene_pairs_same_direction,0.2379
Speciation_gene_pairs_same_direction,0.3058
Speciation_gene_pairs_same_direction,0.1472
